timestamp,device_id,port_id,event_label,event_id,metric,alert_name,bucket
2026-02-01 03:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 03:45:00
2026-02-01 04:00:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 04:00:00
2026-02-01 04:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 04:15:00
2026-02-01 04:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 04:30:00
2026-02-01 04:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 04:45:00
2026-02-01 04:45:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 04:45:00
2026-02-01 04:45:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 04:45:00
2026-02-01 04:45:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 04:45:00
2026-02-01 04:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 04:45:00
2026-02-01 04:55:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 04:45:00
2026-02-01 04:55:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 04:45:00
2026-02-01 04:55:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 04:45:00
2026-02-01 05:00:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:00:00
2026-02-01 05:00:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:00:00
2026-02-01 05:00:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:00:00
2026-02-01 05:05:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:00:00
2026-02-01 05:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:00:00
2026-02-01 05:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:00:00
2026-02-01 05:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:00:00
2026-02-01 05:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:00:00
2026-02-01 05:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:15:00
2026-02-01 05:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:15:00
2026-02-01 05:15:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:15:00
2026-02-01 05:15:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:15:00
2026-02-01 05:20:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:15:00
2026-02-01 05:20:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:15:00
2026-02-01 05:20:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:15:00
2026-02-01 05:20:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:15:00
2026-02-01 05:25:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:15:00
2026-02-01 05:25:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:15:00
2026-02-01 05:25:00,edge-fw-01,port-id7427,normal,D,discards,discards_high,2026-02-01 05:15:00
2026-02-01 05:25:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:15:00
2026-02-01 05:25:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:15:00
2026-02-01 05:30:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:30:00
2026-02-01 05:30:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:30:00
2026-02-01 05:30:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:30:00
2026-02-01 05:35:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:30:00
2026-02-01 05:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:30:00
2026-02-01 05:40:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:30:00
2026-02-01 05:40:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:30:00
2026-02-01 05:40:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:30:00
2026-02-01 05:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:45:00
2026-02-01 05:45:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 05:45:00
2026-02-01 05:45:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 05:45:00
2026-02-01 05:45:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 05:45:00
2026-02-01 05:50:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:45:00
2026-02-01 05:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 05:45:00
2026-02-01 06:00:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:00:00
2026-02-01 06:05:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:00:00
2026-02-01 06:05:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:00:00
2026-02-01 06:05:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:00:00
2026-02-01 06:05:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:00:00
2026-02-01 06:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:00:00
2026-02-01 06:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:00:00
2026-02-01 06:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:00:00
2026-02-01 06:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:00:00
2026-02-01 06:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:15:00
2026-02-01 06:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:15:00
2026-02-01 06:15:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:15:00
2026-02-01 06:15:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:15:00
2026-02-01 06:20:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:15:00
2026-02-01 06:20:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:15:00
2026-02-01 06:20:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:15:00
2026-02-01 06:20:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:15:00
2026-02-01 06:25:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:15:00
2026-02-01 06:25:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:15:00
2026-02-01 06:25:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:15:00
2026-02-01 06:25:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:15:00
2026-02-01 06:30:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:30:00
2026-02-01 06:30:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:30:00
2026-02-01 06:30:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:30:00
2026-02-01 06:30:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:30:00
2026-02-01 06:35:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:30:00
2026-02-01 06:35:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:30:00
2026-02-01 06:35:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:30:00
2026-02-01 06:35:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:30:00
2026-02-01 06:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:30:00
2026-02-01 06:40:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:30:00
2026-02-01 06:40:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:30:00
2026-02-01 06:40:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:30:00
2026-02-01 06:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:45:00
2026-02-01 06:50:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:45:00
2026-02-01 06:50:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:45:00
2026-02-01 06:50:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:45:00
2026-02-01 06:50:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:45:00
2026-02-01 06:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 06:45:00
2026-02-01 06:55:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 06:45:00
2026-02-01 06:55:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 06:45:00
2026-02-01 06:55:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 06:45:00
2026-02-01 07:00:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:00:00
2026-02-01 07:00:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:00:00
2026-02-01 07:00:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:00:00
2026-02-01 07:00:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:00:00
2026-02-01 07:05:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:00:00
2026-02-01 07:05:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:00:00
2026-02-01 07:05:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:00:00
2026-02-01 07:05:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:00:00
2026-02-01 07:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:00:00
2026-02-01 07:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:00:00
2026-02-01 07:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:00:00
2026-02-01 07:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:00:00
2026-02-01 07:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:15:00
2026-02-01 07:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:15:00
2026-02-01 07:15:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:15:00
2026-02-01 07:15:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:15:00
2026-02-01 07:20:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:15:00
2026-02-01 07:20:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:15:00
2026-02-01 07:20:00,edge-fw-01,port-id7427,normal,D,errors,errors_high,2026-02-01 07:15:00
2026-02-01 07:20:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:15:00
2026-02-01 07:20:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:15:00
2026-02-01 07:25:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:15:00
2026-02-01 07:25:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:15:00
2026-02-01 07:25:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:15:00
2026-02-01 07:25:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:15:00
2026-02-01 07:30:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:30:00
2026-02-01 07:30:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:30:00
2026-02-01 07:30:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:30:00
2026-02-01 07:30:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:30:00
2026-02-01 07:35:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:30:00
2026-02-01 07:35:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:30:00
2026-02-01 07:35:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:30:00
2026-02-01 07:35:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:30:00
2026-02-01 07:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:30:00
2026-02-01 07:40:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:30:00
2026-02-01 07:40:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:30:00
2026-02-01 07:40:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:30:00
2026-02-01 07:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:45:00
2026-02-01 07:45:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:45:00
2026-02-01 07:45:00,edge-fw-01,port-id7427,normal,D,discards,discards_high,2026-02-01 07:45:00
2026-02-01 07:45:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:45:00
2026-02-01 07:45:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:45:00
2026-02-01 07:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 07:45:00
2026-02-01 07:55:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 07:45:00
2026-02-01 07:55:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 07:45:00
2026-02-01 07:55:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 07:45:00
2026-02-01 08:00:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:00:00
2026-02-01 08:00:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:00:00
2026-02-01 08:00:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:00:00
2026-02-01 08:00:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:00:00
2026-02-01 08:05:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:00:00
2026-02-01 08:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:00:00
2026-02-01 08:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:00:00
2026-02-01 08:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:00:00
2026-02-01 08:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:00:00
2026-02-01 08:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:15:00
2026-02-01 08:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:15:00
2026-02-01 08:15:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:15:00
2026-02-01 08:15:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:15:00
2026-02-01 08:20:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:15:00
2026-02-01 08:20:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:15:00
2026-02-01 08:20:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:15:00
2026-02-01 08:20:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:15:00
2026-02-01 08:25:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:15:00
2026-02-01 08:25:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:15:00
2026-02-01 08:25:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:15:00
2026-02-01 08:25:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:15:00
2026-02-01 08:30:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:30:00
2026-02-01 08:30:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:30:00
2026-02-01 08:30:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:30:00
2026-02-01 08:30:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:30:00
2026-02-01 08:35:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:30:00
2026-02-01 08:35:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:30:00
2026-02-01 08:35:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:30:00
2026-02-01 08:35:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:30:00
2026-02-01 08:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:30:00
2026-02-01 08:40:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:30:00
2026-02-01 08:40:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:30:00
2026-02-01 08:40:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:30:00
2026-02-01 08:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:45:00
2026-02-01 08:45:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:45:00
2026-02-01 08:45:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:45:00
2026-02-01 08:45:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:45:00
2026-02-01 08:50:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:45:00
2026-02-01 08:50:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:45:00
2026-02-01 08:50:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:45:00
2026-02-01 08:50:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:45:00
2026-02-01 08:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 08:45:00
2026-02-01 08:55:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 08:45:00
2026-02-01 08:55:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 08:45:00
2026-02-01 08:55:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 08:45:00
2026-02-01 09:00:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:00:00
2026-02-01 09:00:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:00:00
2026-02-01 09:00:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:00:00
2026-02-01 09:00:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:00:00
2026-02-01 09:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:00:00
2026-02-01 09:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:00:00
2026-02-01 09:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:00:00
2026-02-01 09:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:00:00
2026-02-01 09:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:15:00
2026-02-01 09:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:15:00
2026-02-01 09:15:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:15:00
2026-02-01 09:15:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:15:00
2026-02-01 09:20:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:15:00
2026-02-01 09:20:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:15:00
2026-02-01 09:20:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:15:00
2026-02-01 09:20:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:15:00
2026-02-01 09:25:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:15:00
2026-02-01 09:25:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:15:00
2026-02-01 09:25:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:15:00
2026-02-01 09:25:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:15:00
2026-02-01 09:30:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:30:00
2026-02-01 09:30:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:30:00
2026-02-01 09:30:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:30:00
2026-02-01 09:30:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:30:00
2026-02-01 09:35:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:30:00
2026-02-01 09:35:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:30:00
2026-02-01 09:40:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:30:00
2026-02-01 09:40:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:30:00
2026-02-01 09:40:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:30:00
2026-02-01 09:40:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:30:00
2026-02-01 09:45:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:45:00
2026-02-01 09:45:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:45:00
2026-02-01 09:45:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:45:00
2026-02-01 09:45:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:45:00
2026-02-01 09:50:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:45:00
2026-02-01 09:50:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:45:00
2026-02-01 09:50:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:45:00
2026-02-01 09:50:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:45:00
2026-02-01 09:55:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 09:45:00
2026-02-01 09:55:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 09:45:00
2026-02-01 09:55:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 09:45:00
2026-02-01 09:55:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 09:45:00
2026-02-01 10:05:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 10:00:00
2026-02-01 10:05:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 10:00:00
2026-02-01 10:05:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 10:00:00
2026-02-01 10:05:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 10:00:00
2026-02-01 10:10:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 10:00:00
2026-02-01 10:10:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 10:00:00
2026-02-01 10:10:00,edge-fw-01,port-id7427,normal,D,broadcast,broadcast_high,2026-02-01 10:00:00
2026-02-01 10:10:00,edge-fw-01,port-id7427,normal,D,multicast,multicast_high,2026-02-01 10:00:00
2026-02-01 10:15:00,edge-fw-01,port-id7427,normal,D,traffic,traffic_high,2026-02-01 10:15:00
2026-02-01 10:15:00,edge-fw-01,port-id7427,normal,D,packets,packets_high,2026-02-01 10:15:00
