start_time,end_time,problem_type,affected_ports,affected_port_count,evidence_metrics,raw_alert_count,severity_score,event_labels
2026-02-01 01:25:00,2026-02-01 01:25:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-01 01:50:00,2026-02-01 01:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7429,port-id7431",3,traffic,3,100,normal
2026-02-01 01:50:00,2026-02-01 01:50:00,Packet surge / possible scan,"port-id7428,port-id7429",2,packets,2,78,normal
2026-02-01 01:50:00,2026-02-01 01:50:00,Broadcast anomaly,port-id7429,1,broadcast,1,55,normal
2026-02-01 01:50:00,2026-02-01 01:50:00,Multicast anomaly,port-id7429,1,multicast,1,55,normal
2026-02-01 02:00:00,2026-02-01 02:05:00,Packet surge / possible scan,"port-id7427,port-id7428",2,packets,2,78,normal
2026-02-01 02:05:00,2026-02-01 02:05:00,Queue / buffer pressure,"port-id7427,port-id7428",2,discards,2,78,normal
2026-02-01 02:05:00,2026-02-01 02:05:00,Broadcast anomaly,port-id7428,1,broadcast,1,55,normal
2026-02-01 02:10:00,2026-02-01 02:10:00,Traffic surge / capacity pressure,port-id7430,1,traffic,1,55,normal
2026-02-01 02:10:00,2026-02-01 02:10:00,Unknown protocol / scan,port-id7431,1,unknown_protocol,1,55,normal
2026-02-01 02:15:00,2026-02-01 02:15:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-01 02:20:00,2026-02-01 02:20:00,Link quality issue,port-id7430,1,errors,1,55,normal
2026-02-01 02:25:00,2026-02-01 02:25:00,Traffic surge / capacity pressure,port-id7431,1,traffic,1,55,normal
2026-02-01 02:30:00,2026-02-01 02:30:00,Broadcast anomaly,port-id7427,1,broadcast,1,55,normal
2026-02-01 02:30:00,2026-02-01 02:30:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-01 02:30:00,2026-02-01 02:30:00,Multicast anomaly,port-id7427,1,multicast,1,55,normal
2026-02-01 02:30:00,2026-02-01 02:30:00,Packet surge / possible scan,port-id7427,1,packets,1,55,normal
2026-02-01 02:30:00,2026-02-01 02:30:00,Traffic surge / capacity pressure,port-id7427,1,traffic,1,55,normal
2026-02-01 02:45:00,2026-02-01 02:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7429,port-id7430,port-id7431",4,traffic,4,100,normal
2026-02-01 02:45:00,2026-02-01 02:45:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-01 02:50:00,2026-02-01 02:50:00,Multicast anomaly,port-id7431,1,multicast,1,55,normal
2026-02-01 02:50:00,2026-02-01 02:50:00,Packet surge / possible scan,port-id7431,1,packets,1,55,normal
2026-02-01 02:50:00,2026-02-01 02:50:00,Unknown protocol / scan,port-id7431,1,unknown_protocol,1,55,normal
2026-02-01 03:00:00,2026-02-01 03:10:00,Multicast flooding,"port-id7429,port-id7431",2,multicast,3,86,normal
2026-02-01 03:00:00,2026-02-01 03:10:00,Packet surge / possible scan,"port-id7429,port-id7431",2,packets,3,86,normal
2026-02-01 03:05:00,2026-02-01 03:10:00,Traffic surge / capacity pressure,"port-id7428,port-id7430,port-id7431",3,traffic,3,100,normal
2026-02-01 03:10:00,2026-02-01 03:10:00,Broadcast anomaly,port-id7429,1,broadcast,1,55,normal
2026-02-01 03:15:00,2026-02-01 03:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7430,port-id7431",3,broadcast,3,100,normal
2026-02-01 03:15:00,2026-02-01 03:25:00,Multicast flooding,"port-id7427,port-id7430,port-id7431",3,multicast,3,100,normal
2026-02-01 03:15:00,2026-02-01 03:25:00,Packet surge / possible scan,"port-id7427,port-id7430,port-id7431",3,packets,4,100,normal
2026-02-01 03:25:00,2026-02-01 03:25:00,Traffic surge / capacity pressure,"port-id7430,port-id7431",2,traffic,2,78,normal
2026-02-01 03:25:00,2026-02-01 03:25:00,Queue / buffer pressure,port-id7427,1,discards,1,55,normal
2026-02-01 03:30:00,2026-02-01 03:40:00,Broadcast storm / L2 loop,"port-id7428,port-id7430,port-id7431",3,broadcast,5,100,normal
2026-02-01 03:30:00,2026-02-01 03:40:00,Multicast flooding,"port-id7428,port-id7430,port-id7431",3,multicast,5,100,normal
2026-02-01 03:30:00,2026-02-01 03:40:00,Packet surge / possible scan,"port-id7428,port-id7429,port-id7430,port-id7431",4,packets,6,100,normal
2026-02-01 03:30:00,2026-02-01 03:40:00,Traffic surge / capacity pressure,"port-id7428,port-id7429,port-id7430,port-id7431",4,traffic,7,100,normal
2026-02-01 03:30:00,2026-02-01 03:30:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-01 03:45:00,2026-02-01 03:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429",3,traffic,5,100,normal
2026-02-01 03:45:00,2026-02-01 03:50:00,Broadcast storm / L2 loop,"port-id7428,port-id7429",2,broadcast,3,86,normal
2026-02-01 03:45:00,2026-02-01 03:50:00,Multicast flooding,"port-id7428,port-id7429",2,multicast,3,86,normal
2026-02-01 03:45:00,2026-02-01 03:50:00,Packet surge / possible scan,"port-id7428,port-id7429",2,packets,3,86,normal
2026-02-01 03:45:00,2026-02-01 03:45:00,Link quality issue,port-id7431,1,errors,1,55,normal
2026-02-01 04:00:00,2026-02-01 04:10:00,Packet surge / possible scan,"port-id7428,port-id7429,port-id7431",3,packets,5,100,normal
2026-02-01 04:00:00,2026-02-01 04:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7431",4,traffic,5,100,normal
2026-02-01 04:00:00,2026-02-01 04:10:00,Broadcast storm / L2 loop,"port-id7429,port-id7431",2,broadcast,3,86,normal
2026-02-01 04:00:00,2026-02-01 04:10:00,Multicast flooding,"port-id7429,port-id7431",2,multicast,3,86,normal
2026-02-01 04:15:00,2026-02-01 04:20:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7431",4,traffic,5,100,normal
2026-02-01 04:20:00,2026-02-01 04:25:00,Multicast flooding,"port-id7428,port-id7431",2,multicast,2,78,normal
2026-02-01 04:20:00,2026-02-01 04:25:00,Packet surge / possible scan,"port-id7428,port-id7431",2,packets,2,78,normal
2026-02-01 04:25:00,2026-02-01 04:25:00,Broadcast anomaly,port-id7431,1,broadcast,1,55,normal
2026-02-01 04:25:00,2026-02-01 04:25:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-01 04:25:00,2026-02-01 04:25:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-01 04:30:00,2026-02-01 04:40:00,Packet surge / possible scan,"port-id7428,port-id7429,port-id7431",3,packets,5,100,normal
2026-02-01 04:30:00,2026-02-01 04:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7429,port-id7431",3,traffic,5,100,normal
2026-02-01 04:35:00,2026-02-01 04:35:00,Multicast flooding,"port-id7429,port-id7431",2,multicast,2,78,normal
2026-02-01 04:35:00,2026-02-01 04:35:00,Broadcast anomaly,port-id7429,1,broadcast,1,55,normal
2026-02-01 04:45:00,2026-02-01 04:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,6,100,normal
2026-02-01 04:45:00,2026-02-01 04:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,7,100,normal
2026-02-01 04:45:00,2026-02-01 04:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,8,100,normal
2026-02-01 04:45:00,2026-02-01 04:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7431",4,traffic,9,100,normal
2026-02-01 04:45:00,2026-02-01 04:45:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-01 05:00:00,2026-02-01 05:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7431",4,broadcast,7,100,normal
2026-02-01 05:00:00,2026-02-01 05:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7431",4,multicast,7,100,normal
2026-02-01 05:00:00,2026-02-01 05:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7431",4,packets,8,100,normal
2026-02-01 05:00:00,2026-02-01 05:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,11,100,normal
2026-02-01 05:15:00,2026-02-01 05:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,9,100,normal
2026-02-01 05:15:00,2026-02-01 05:25:00,Queue / buffer pressure,"port-id7427,port-id7428,port-id7430,port-id7431",4,discards,4,100,normal
2026-02-01 05:15:00,2026-02-01 05:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,9,100,normal
2026-02-01 05:15:00,2026-02-01 05:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 05:15:00,2026-02-01 05:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,11,100,normal
2026-02-01 05:30:00,2026-02-01 05:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,9,100,normal
2026-02-01 05:30:00,2026-02-01 05:40:00,Multicast flooding,"port-id7427,port-id7429,port-id7431",3,multicast,6,100,normal
2026-02-01 05:30:00,2026-02-01 05:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 05:30:00,2026-02-01 05:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 05:45:00,2026-02-01 05:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,8,100,normal
2026-02-01 05:45:00,2026-02-01 05:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,10,100,normal
2026-02-01 05:45:00,2026-02-01 05:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,10,100,normal
2026-02-01 05:45:00,2026-02-01 05:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 06:00:00,2026-02-01 06:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,11,100,normal
2026-02-01 06:00:00,2026-02-01 06:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 06:00:00,2026-02-01 06:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 06:00:00,2026-02-01 06:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 06:15:00,2026-02-01 06:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 06:15:00,2026-02-01 06:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,12,100,normal
2026-02-01 06:15:00,2026-02-01 06:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,12,100,normal
2026-02-01 06:15:00,2026-02-01 06:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 06:15:00,2026-02-01 06:25:00,Queue / buffer pressure,"port-id7429,port-id7431",2,discards,2,78,normal
2026-02-01 06:30:00,2026-02-01 06:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 06:30:00,2026-02-01 06:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,12,100,normal
2026-02-01 06:30:00,2026-02-01 06:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 06:30:00,2026-02-01 06:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 06:45:00,2026-02-01 06:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 06:45:00,2026-02-01 06:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,12,100,normal
2026-02-01 06:45:00,2026-02-01 06:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,12,100,normal
2026-02-01 06:45:00,2026-02-01 06:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 07:00:00,2026-02-01 07:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,15,100,normal
2026-02-01 07:00:00,2026-02-01 07:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,15,100,normal
2026-02-01 07:00:00,2026-02-01 07:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,15,100,normal
2026-02-01 07:00:00,2026-02-01 07:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,15,100,normal
2026-02-01 07:05:00,2026-02-01 07:05:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-01 07:15:00,2026-02-01 07:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 07:15:00,2026-02-01 07:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,12,100,normal
2026-02-01 07:15:00,2026-02-01 07:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 07:15:00,2026-02-01 07:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 07:15:00,2026-02-01 07:20:00,Link quality issue,"port-id7427,port-id7429",2,errors,2,78,normal
2026-02-01 07:20:00,2026-02-01 07:20:00,Unknown protocol / scan,port-id7430,1,unknown_protocol,1,55,normal
2026-02-01 07:30:00,2026-02-01 07:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,13,100,normal
2026-02-01 07:30:00,2026-02-01 07:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 07:30:00,2026-02-01 07:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 07:30:00,2026-02-01 07:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 07:45:00,2026-02-01 07:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,13,100,normal
2026-02-01 07:45:00,2026-02-01 07:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 07:45:00,2026-02-01 07:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 07:45:00,2026-02-01 07:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 07:45:00,2026-02-01 07:50:00,Queue / buffer pressure,"port-id7427,port-id7430",2,discards,2,78,normal
2026-02-01 08:00:00,2026-02-01 08:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,13,100,normal
2026-02-01 08:00:00,2026-02-01 08:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 08:00:00,2026-02-01 08:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,14,100,normal
2026-02-01 08:00:00,2026-02-01 08:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,15,100,normal
2026-02-01 08:05:00,2026-02-01 08:05:00,Queue / buffer pressure,port-id7431,1,discards,1,55,normal
2026-02-01 08:15:00,2026-02-01 08:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7431",4,broadcast,9,100,normal
2026-02-01 08:15:00,2026-02-01 08:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,10,100,normal
2026-02-01 08:15:00,2026-02-01 08:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,10,100,normal
2026-02-01 08:15:00,2026-02-01 08:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 08:30:00,2026-02-01 08:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 08:30:00,2026-02-01 08:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 08:30:00,2026-02-01 08:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 08:30:00,2026-02-01 08:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 08:30:00,2026-02-01 08:40:00,Queue / buffer pressure,port-id7429,1,discards,2,63,normal
2026-02-01 08:35:00,2026-02-01 08:40:00,Link quality issue,"port-id7429,port-id7430,port-id7431",3,errors,3,100,normal
2026-02-01 08:45:00,2026-02-01 08:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,13,100,normal
2026-02-01 08:45:00,2026-02-01 08:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 08:45:00,2026-02-01 08:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 08:45:00,2026-02-01 08:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 08:55:00,2026-02-01 08:55:00,Queue / buffer pressure,port-id7430,1,discards,1,55,normal
2026-02-01 09:00:00,2026-02-01 09:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,13,100,normal
2026-02-01 09:00:00,2026-02-01 09:10:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,13,100,normal
2026-02-01 09:00:00,2026-02-01 09:10:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,13,100,normal
2026-02-01 09:00:00,2026-02-01 09:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 09:05:00,2026-02-01 09:05:00,Link quality issue,port-id7428,1,errors,1,55,normal
2026-02-01 09:10:00,2026-02-01 09:10:00,Unknown protocol / scan,port-id7429,1,unknown_protocol,1,55,normal
2026-02-01 09:15:00,2026-02-01 09:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7429,port-id7430,port-id7431",4,broadcast,10,100,normal
2026-02-01 09:15:00,2026-02-01 09:25:00,Multicast flooding,"port-id7427,port-id7429,port-id7430,port-id7431",4,multicast,10,100,normal
2026-02-01 09:15:00,2026-02-01 09:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 09:15:00,2026-02-01 09:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,14,100,normal
2026-02-01 09:30:00,2026-02-01 09:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,12,100,normal
2026-02-01 09:30:00,2026-02-01 09:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,11,100,normal
2026-02-01 09:30:00,2026-02-01 09:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,12,100,normal
2026-02-01 09:30:00,2026-02-01 09:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 09:35:00,2026-02-01 09:35:00,Queue / buffer pressure,port-id7428,1,discards,1,55,normal
2026-02-01 09:45:00,2026-02-01 09:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,10,100,normal
2026-02-01 09:45:00,2026-02-01 09:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,9,100,normal
2026-02-01 09:45:00,2026-02-01 09:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,10,100,normal
2026-02-01 09:45:00,2026-02-01 09:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,10,100,normal
2026-02-01 09:55:00,2026-02-01 09:55:00,Link quality issue,port-id7429,1,errors,1,55,normal
2026-02-01 10:00:00,2026-02-01 10:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7429,port-id7430,port-id7431",4,broadcast,8,100,normal
2026-02-01 10:00:00,2026-02-01 10:10:00,Multicast flooding,"port-id7427,port-id7429,port-id7430,port-id7431",4,multicast,8,100,normal
2026-02-01 10:00:00,2026-02-01 10:10:00,Packet surge / possible scan,"port-id7427,port-id7429,port-id7430,port-id7431",4,packets,8,100,normal
2026-02-01 10:00:00,2026-02-01 10:10:00,Traffic surge / capacity pressure,"port-id7427,port-id7429,port-id7430,port-id7431",4,traffic,11,100,normal
2026-02-01 10:00:00,2026-02-01 10:00:00,Queue / buffer pressure,port-id7429,1,discards,1,55,normal
2026-02-01 10:15:00,2026-02-01 10:25:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,11,100,normal
2026-02-01 10:15:00,2026-02-01 10:25:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,11,100,normal
2026-02-01 10:15:00,2026-02-01 10:25:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 10:15:00,2026-02-01 10:25:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,13,100,normal
2026-02-01 10:30:00,2026-02-01 10:40:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,11,100,normal
2026-02-01 10:30:00,2026-02-01 10:40:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,11,100,normal
2026-02-01 10:30:00,2026-02-01 10:40:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 10:30:00,2026-02-01 10:40:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,11,100,normal
2026-02-01 10:30:00,2026-02-01 10:30:00,Link quality issue,port-id7427,1,errors,1,55,normal
2026-02-01 10:45:00,2026-02-01 10:55:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,11,100,normal
2026-02-01 10:45:00,2026-02-01 10:55:00,Multicast flooding,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,multicast,11,100,normal
2026-02-01 10:45:00,2026-02-01 10:55:00,Packet surge / possible scan,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,packets,11,100,normal
2026-02-01 10:45:00,2026-02-01 10:55:00,Traffic surge / capacity pressure,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,traffic,12,100,normal
2026-02-01 11:00:00,2026-02-01 11:10:00,Broadcast storm / L2 loop,"port-id7427,port-id7428,port-id7429,port-id7430,port-id7431",5,broadcast,9,100,normal
