scenario_id,timestamp,device_id,port_id,port_role,utilization
S1,2026-03-02 16:00:00,sw-core-01,port-id7430,uplink,41.306949
S1,2026-03-02 16:05:00,sw-core-01,port-id7430,uplink,47.131007
S1,2026-03-02 16:10:00,sw-core-01,port-id7430,uplink,44.344625
S1,2026-03-02 16:15:00,sw-core-01,port-id7430,uplink,42.024742
S1,2026-03-02 16:20:00,sw-core-01,port-id7430,uplink,44.307166
S1,2026-03-02 16:25:00,sw-core-01,port-id7430,uplink,41.711597
S1,2026-03-02 16:30:00,sw-core-01,port-id7430,uplink,41.603119
S1,2026-03-02 16:35:00,sw-core-01,port-id7430,uplink,40.415089
S1,2026-03-02 16:40:00,sw-core-01,port-id7430,uplink,41.886556
S1,2026-03-02 16:45:00,sw-core-01,port-id7430,uplink,43.546261
S1,2026-03-02 16:50:00,sw-core-01,port-id7430,uplink,45.717030
S1,2026-03-02 16:55:00,sw-core-01,port-id7430,uplink,50.656685
S1,2026-03-02 17:00:00,sw-core-01,port-id7430,uplink,45.943465
S1,2026-03-02 17:05:00,sw-core-01,port-id7430,uplink,44.393173
S1,2026-03-02 17:10:00,sw-core-01,port-id7430,uplink,39.328738
S1,2026-03-02 17:15:00,sw-core-01,port-id7430,uplink,46.370973
S1,2026-03-02 17:20:00,sw-core-01,port-id7430,uplink,42.667611
S1,2026-03-02 17:25:00,sw-core-01,port-id7430,uplink,40.065055
S1,2026-03-02 17:30:00,sw-core-01,port-id7430,uplink,46.775921
S1,2026-03-02 17:35:00,sw-core-01,port-id7430,uplink,43.268021
S1,2026-03-02 17:40:00,sw-core-01,port-id7430,uplink,39.333335
S1,2026-03-02 17:45:00,sw-core-01,port-id7430,uplink,45.025863
S1,2026-03-02 17:50:00,sw-core-01,port-id7430,uplink,43.486548
S1,2026-03-02 17:55:00,sw-core-01,port-id7430,uplink,41.219723
S1,2026-03-02 18:00:00,sw-core-01,port-id7430,uplink,40.537141
S1,2026-03-02 18:05:00,sw-core-01,port-id7430,uplink,35.869223
S1,2026-03-02 18:10:00,sw-core-01,port-id7430,uplink,39.181250
S1,2026-03-02 18:15:00,sw-core-01,port-id7430,uplink,41.588768
S1,2026-03-02 18:20:00,sw-core-01,port-id7430,uplink,43.952329
S1,2026-03-02 18:25:00,sw-core-01,port-id7430,uplink,38.515743
S1,2026-03-02 18:30:00,sw-core-01,port-id7430,uplink,42.629928
S1,2026-03-02 18:35:00,sw-core-01,port-id7430,uplink,43.973627
S1,2026-03-02 18:40:00,sw-core-01,port-id7430,uplink,35.373140
S1,2026-03-02 18:45:00,sw-core-01,port-id7430,uplink,42.848096
S1,2026-03-02 18:50:00,sw-core-01,port-id7430,uplink,34.646918
S1,2026-03-02 18:55:00,sw-core-01,port-id7430,uplink,41.276314
S1,2026-03-02 19:00:00,sw-core-01,port-id7430,uplink,33.202224
S1,2026-03-02 19:05:00,sw-core-01,port-id7430,uplink,38.353797
S1,2026-03-02 19:10:00,sw-core-01,port-id7430,uplink,30.879193
S1,2026-03-02 19:15:00,sw-core-01,port-id7430,uplink,32.815514
S1,2026-03-02 19:20:00,sw-core-01,port-id7430,uplink,29.206688
S1,2026-03-02 19:25:00,sw-core-01,port-id7430,uplink,31.081130
S1,2026-03-02 19:30:00,sw-core-01,port-id7430,uplink,33.382776
S1,2026-03-02 19:35:00,sw-core-01,port-id7430,uplink,24.951450
S1,2026-03-02 19:40:00,sw-core-01,port-id7430,uplink,29.393347
S1,2026-03-02 19:45:00,sw-core-01,port-id7430,uplink,21.896606
S1,2026-03-02 19:50:00,sw-core-01,port-id7430,uplink,30.055145
S1,2026-03-02 19:55:00,sw-core-01,port-id7430,uplink,29.031071
S1,2026-03-02 20:00:00,sw-core-01,port-id7430,uplink,25.722417
S1,2026-03-02 20:05:00,sw-core-01,port-id7430,uplink,22.727106
S1,2026-03-02 20:10:00,sw-core-01,port-id7430,uplink,29.938511
S1,2026-03-02 20:15:00,sw-core-01,port-id7430,uplink,20.845845
S1,2026-03-02 20:20:00,sw-core-01,port-id7430,uplink,14.831137
S1,2026-03-02 20:25:00,sw-core-01,port-id7430,uplink,20.710672
S1,2026-03-02 20:30:00,sw-core-01,port-id7430,uplink,19.325467
S1,2026-03-02 20:35:00,sw-core-01,port-id7430,uplink,16.211662
S1,2026-03-02 20:40:00,sw-core-01,port-id7430,uplink,17.984251
S1,2026-03-02 20:45:00,sw-core-01,port-id7430,uplink,18.194530
S1,2026-03-02 20:50:00,sw-core-01,port-id7430,uplink,13.472823
S1,2026-03-02 20:55:00,sw-core-01,port-id7430,uplink,19.103119
S1,2026-03-02 21:00:00,sw-core-01,port-id7430,uplink,21.220389
S1,2026-03-02 21:05:00,sw-core-01,port-id7430,uplink,14.563397
S1,2026-03-02 21:10:00,sw-core-01,port-id7430,uplink,16.744895
S1,2026-03-02 21:15:00,sw-core-01,port-id7430,uplink,20.773371
S1,2026-03-02 21:20:00,sw-core-01,port-id7430,uplink,14.115083
S1,2026-03-02 21:25:00,sw-core-01,port-id7430,uplink,14.982476
S1,2026-03-02 21:30:00,sw-core-01,port-id7430,uplink,19.935646
S1,2026-03-02 21:35:00,sw-core-01,port-id7430,uplink,18.780066
S1,2026-03-02 21:40:00,sw-core-01,port-id7430,uplink,15.851005
S1,2026-03-02 21:45:00,sw-core-01,port-id7430,uplink,13.535800
S1,2026-03-02 21:50:00,sw-core-01,port-id7430,uplink,14.274918
S1,2026-03-02 21:55:00,sw-core-01,port-id7430,uplink,22.513046
S1,2026-03-02 22:00:00,sw-core-01,port-id7430,uplink,14.037917
S1,2026-03-02 22:05:00,sw-core-01,port-id7430,uplink,18.039988
S1,2026-03-02 22:10:00,sw-core-01,port-id7430,uplink,17.215667
S1,2026-03-02 22:15:00,sw-core-01,port-id7430,uplink,16.806377
S1,2026-03-02 22:20:00,sw-core-01,port-id7430,uplink,16.425416
S1,2026-03-02 22:25:00,sw-core-01,port-id7430,uplink,16.642974
S1,2026-03-02 22:30:00,sw-core-01,port-id7430,uplink,13.677441
S1,2026-03-02 22:35:00,sw-core-01,port-id7430,uplink,13.315165
S1,2026-03-02 22:40:00,sw-core-01,port-id7430,uplink,6.578260
S1,2026-03-02 22:45:00,sw-core-01,port-id7430,uplink,11.704096
S1,2026-03-02 22:50:00,sw-core-01,port-id7430,uplink,13.224699
S1,2026-03-02 22:55:00,sw-core-01,port-id7430,uplink,12.074356
S1,2026-03-02 23:00:00,sw-core-01,port-id7430,uplink,17.244340
S1,2026-03-02 23:05:00,sw-core-01,port-id7430,uplink,13.569183
S1,2026-03-02 23:10:00,sw-core-01,port-id7430,uplink,11.979616
S1,2026-03-02 23:15:00,sw-core-01,port-id7430,uplink,18.819592
S1,2026-03-02 23:20:00,sw-core-01,port-id7430,uplink,9.792982
S1,2026-03-02 23:25:00,sw-core-01,port-id7430,uplink,8.989451
S1,2026-03-02 23:30:00,sw-core-01,port-id7430,uplink,15.215892
S1,2026-03-02 23:35:00,sw-core-01,port-id7430,uplink,14.623741
S1,2026-03-02 23:40:00,sw-core-01,port-id7430,uplink,17.468982
S1,2026-03-02 23:45:00,sw-core-01,port-id7430,uplink,13.104648
S1,2026-03-02 23:50:00,sw-core-01,port-id7430,uplink,9.891754
S1,2026-03-02 23:55:00,sw-core-01,port-id7430,uplink,16.087265
S1,2026-03-03 00:00:00,sw-core-01,port-id7430,uplink,16.711917
S1,2026-03-03 00:05:00,sw-core-01,port-id7430,uplink,12.279395
S1,2026-03-03 00:10:00,sw-core-01,port-id7430,uplink,21.092099
S1,2026-03-03 00:15:00,sw-core-01,port-id7430,uplink,15.345079
S1,2026-03-03 00:20:00,sw-core-01,port-id7430,uplink,17.561980
S1,2026-03-03 00:25:00,sw-core-01,port-id7430,uplink,16.903596
S1,2026-03-03 00:30:00,sw-core-01,port-id7430,uplink,16.558376
S1,2026-03-03 00:35:00,sw-core-01,port-id7430,uplink,13.428077
S1,2026-03-03 00:40:00,sw-core-01,port-id7430,uplink,15.646234
S1,2026-03-03 00:45:00,sw-core-01,port-id7430,uplink,14.902658
S1,2026-03-03 00:50:00,sw-core-01,port-id7430,uplink,13.940161
S1,2026-03-03 00:55:00,sw-core-01,port-id7430,uplink,12.396967
S1,2026-03-03 01:00:00,sw-core-01,port-id7430,uplink,16.595494
S1,2026-03-03 01:05:00,sw-core-01,port-id7430,uplink,12.180117
S1,2026-03-03 01:10:00,sw-core-01,port-id7430,uplink,13.790063
S1,2026-03-03 01:15:00,sw-core-01,port-id7430,uplink,15.228580
S1,2026-03-03 01:20:00,sw-core-01,port-id7430,uplink,17.813657
S1,2026-03-03 01:25:00,sw-core-01,port-id7430,uplink,8.746956
S1,2026-03-03 01:30:00,sw-core-01,port-id7430,uplink,13.667977
S1,2026-03-03 01:35:00,sw-core-01,port-id7430,uplink,15.351649
S1,2026-03-03 01:40:00,sw-core-01,port-id7430,uplink,15.895458
S1,2026-03-03 01:45:00,sw-core-01,port-id7430,uplink,15.244263
S1,2026-03-03 01:50:00,sw-core-01,port-id7430,uplink,14.028782
S1,2026-03-03 01:55:00,sw-core-01,port-id7430,uplink,15.181470
S1,2026-03-03 02:00:00,sw-core-01,port-id7430,uplink,17.563690
S1,2026-03-03 02:05:00,sw-core-01,port-id7430,uplink,15.268372
S1,2026-03-03 02:10:00,sw-core-01,port-id7430,uplink,17.527124
S1,2026-03-03 02:15:00,sw-core-01,port-id7430,uplink,18.542484
S1,2026-03-03 02:20:00,sw-core-01,port-id7430,uplink,15.544884
S1,2026-03-03 02:25:00,sw-core-01,port-id7430,uplink,9.090225
S1,2026-03-03 02:30:00,sw-core-01,port-id7430,uplink,14.523536
S1,2026-03-03 02:35:00,sw-core-01,port-id7430,uplink,13.818779
S1,2026-03-03 02:40:00,sw-core-01,port-id7430,uplink,15.253350
S1,2026-03-03 02:45:00,sw-core-01,port-id7430,uplink,12.404050
S1,2026-03-03 02:50:00,sw-core-01,port-id7430,uplink,18.499356
S1,2026-03-03 02:55:00,sw-core-01,port-id7430,uplink,10.738278
S1,2026-03-03 03:00:00,sw-core-01,port-id7430,uplink,13.827059
S1,2026-03-03 03:05:00,sw-core-01,port-id7430,uplink,13.242763
S1,2026-03-03 03:10:00,sw-core-01,port-id7430,uplink,14.861240
S1,2026-03-03 03:15:00,sw-core-01,port-id7430,uplink,14.930236
S1,2026-03-03 03:20:00,sw-core-01,port-id7430,uplink,20.351734
S1,2026-03-03 03:25:00,sw-core-01,port-id7430,uplink,7.558902
S1,2026-03-03 03:30:00,sw-core-01,port-id7430,uplink,17.012818
S1,2026-03-03 03:35:00,sw-core-01,port-id7430,uplink,15.122735
S1,2026-03-03 03:40:00,sw-core-01,port-id7430,uplink,15.809553
S1,2026-03-03 03:45:00,sw-core-01,port-id7430,uplink,18.514017
S1,2026-03-03 03:50:00,sw-core-01,port-id7430,uplink,16.898230
S1,2026-03-03 03:55:00,sw-core-01,port-id7430,uplink,12.141743
S1,2026-03-03 04:00:00,sw-core-01,port-id7430,uplink,17.364613
S1,2026-03-03 04:05:00,sw-core-01,port-id7430,uplink,12.294933
S1,2026-03-03 04:10:00,sw-core-01,port-id7430,uplink,15.707228
S1,2026-03-03 04:15:00,sw-core-01,port-id7430,uplink,13.763318
S1,2026-03-03 04:20:00,sw-core-01,port-id7430,uplink,11.223340
S1,2026-03-03 04:25:00,sw-core-01,port-id7430,uplink,10.861136
S1,2026-03-03 04:30:00,sw-core-01,port-id7430,uplink,16.765748
S1,2026-03-03 04:35:00,sw-core-01,port-id7430,uplink,19.793558
S1,2026-03-03 04:40:00,sw-core-01,port-id7430,uplink,16.504561
S1,2026-03-03 04:45:00,sw-core-01,port-id7430,uplink,15.737139
S1,2026-03-03 04:50:00,sw-core-01,port-id7430,uplink,14.644442
S1,2026-03-03 04:55:00,sw-core-01,port-id7430,uplink,12.856181
S1,2026-03-03 05:00:00,sw-core-01,port-id7430,uplink,17.867773
S1,2026-03-03 05:05:00,sw-core-01,port-id7430,uplink,13.720255
S1,2026-03-03 05:10:00,sw-core-01,port-id7430,uplink,20.815691
S1,2026-03-03 05:15:00,sw-core-01,port-id7430,uplink,14.530625
S1,2026-03-03 05:20:00,sw-core-01,port-id7430,uplink,15.698649
S1,2026-03-03 05:25:00,sw-core-01,port-id7430,uplink,21.145864
S1,2026-03-03 05:30:00,sw-core-01,port-id7430,uplink,18.834827
S1,2026-03-03 05:35:00,sw-core-01,port-id7430,uplink,25.658591
S1,2026-03-03 05:40:00,sw-core-01,port-id7430,uplink,21.507759
S1,2026-03-03 05:45:00,sw-core-01,port-id7430,uplink,17.605078
S1,2026-03-03 05:50:00,sw-core-01,port-id7430,uplink,19.526303
S1,2026-03-03 05:55:00,sw-core-01,port-id7430,uplink,16.297234
S1,2026-03-03 06:00:00,sw-core-01,port-id7430,uplink,17.956272
S1,2026-03-03 06:05:00,sw-core-01,port-id7430,uplink,18.727822
S1,2026-03-03 06:10:00,sw-core-01,port-id7430,uplink,19.501853
S1,2026-03-03 06:15:00,sw-core-01,port-id7430,uplink,15.224276
S1,2026-03-03 06:20:00,sw-core-01,port-id7430,uplink,22.777143
S1,2026-03-03 06:25:00,sw-core-01,port-id7430,uplink,23.951804
S1,2026-03-03 06:30:00,sw-core-01,port-id7430,uplink,25.635990
