scenario_id,timestamp,device_id,port_id,port_role,in_bps,out_bps,in_pps,out_pps,avg_pkt_bytes,broadcast_ratio,multicast_ratio
M1,2026-03-02 02:05:00,core-sw-01,port-id7429,server-uplink,67820511.70393239,39354708.53115294,11213.50358854924,5122.775828202321,837.8875563367949,0.01961485959606133,0.03224170933483088
M1,2026-03-02 02:10:00,core-sw-01,port-id7429,server-uplink,79073326.30151837,44020094.79216445,13205.248926796112,6084.264633812653,779.687915804628,0.015026815959987281,0.027590856591605588
M1,2026-03-02 02:15:00,core-sw-01,port-id7429,server-uplink,77848644.56237863,45788896.477138154,12998.48612968736,6415.635244270422,761.553062463074,0.016047485617284134,0.026256079767469926
M1,2026-03-02 02:20:00,core-sw-01,port-id7429,server-uplink,63148063.38138051,37307007.35133326,9847.91857586881,5068.951331877621,866.5905762178221,0.020744835712997584,0.03463790480765321
M1,2026-03-02 02:25:00,core-sw-01,port-id7429,server-uplink,80286577.0392333,42987899.42687333,13549.336917211567,5702.599012072468,775.7322532162466,0.016569288011088965,0.027431774604015254
M1,2026-03-02 02:30:00,core-sw-01,port-id7429,server-uplink,59171193.938069604,35159602.81390023,9506.903370220742,4542.437515691408,832.1515883072522,0.021602388221327512,0.037412116456897584
M1,2026-03-02 02:35:00,core-sw-01,port-id7429,server-uplink,62770637.98274459,34015734.98620113,10153.689320088426,4694.294507272318,814.0683237086945,0.021008221556209017,0.03486936424963904
M1,2026-03-02 02:40:00,core-sw-01,port-id7429,server-uplink,65073953.46964951,36286885.5031937,10674.825916786753,5005.843763928871,780.7027481251719,0.019733168055016445,0.0327327441289465
M1,2026-03-02 02:45:00,core-sw-01,port-id7429,server-uplink,64434708.16991126,36548133.24427038,10490.304952369599,5216.737506151175,779.2381917398227,0.01912160108289072,0.033295501585325134
M1,2026-03-02 02:50:00,core-sw-01,port-id7429,server-uplink,59543330.77155708,33185604.507357217,10102.733562992886,4581.913056680949,763.3544499698043,0.020422602790752708,0.03588134799385562
M1,2026-03-02 02:55:00,core-sw-01,port-id7429,server-uplink,88631877.47578004,47565073.285656914,14882.94570124824,6625.390527081246,804.2780771289256,0.014209490591974211,0.02431055688078181
M1,2026-03-02 03:00:00,core-sw-01,port-id7429,server-uplink,96393340.40577416,51899209.43558098,15956.708584675906,6967.5590686177375,772.8470005784785,0.013645668225972378,0.02332346362555509
M1,2026-03-02 03:05:00,core-sw-01,port-id7429,server-uplink,86478944.84430322,51488897.39439374,14265.79454301197,6933.12873753493,834.3331330273021,0.014669823068387896,0.025373252087622675
M1,2026-03-02 03:10:00,core-sw-01,port-id7429,server-uplink,88323685.27557236,47118937.182204664,14396.403857579187,6380.918547061089,827.8515581251918,0.015221262209508382,0.025492340094805045
M1,2026-03-02 03:15:00,core-sw-01,port-id7429,server-uplink,76664823.3373791,43457906.69117701,12208.940408735585,5928.007729395868,831.5748065018828,0.01618868973221178,0.029545732912042332
M1,2026-03-02 03:20:00,core-sw-01,port-id7429,server-uplink,80998866.5683891,43689167.11869344,13624.991902913916,6040.91918157612,788.9547748908325,0.015458871483053815,0.027054813615885052
M1,2026-03-02 03:25:00,core-sw-01,port-id7429,server-uplink,90750144.24330762,52208181.18776946,14538.225143973992,7031.4313914789345,846.6736556649273,0.014469155752041005,0.024631302960878423
M1,2026-03-02 03:30:00,core-sw-01,port-id7429,server-uplink,74953327.56224288,46376797.2134155,12555.94427224535,6073.391878529014,832.9056644979023,0.01702683796693455,0.029052138700380897
M1,2026-03-02 03:35:00,core-sw-01,port-id7429,server-uplink,238756992.12445566,300027363.6857364,35090.166113907566,34317.85678022951,962.474261680278,0.004579410166328386,0.00750189119080013
M1,2026-03-02 03:40:00,core-sw-01,port-id7429,server-uplink,232513861.06182984,296773469.2529088,33967.49377377538,33438.888740963965,1016.7005026115334,0.004582398283461484,0.008079947839701875
M1,2026-03-02 03:45:00,core-sw-01,port-id7429,server-uplink,228496762.78264797,294045649.4040151,33962.126729125914,33239.26988157705,942.9748358517006,0.00472585853506715,0.007769017294268223
M1,2026-03-02 03:50:00,core-sw-01,port-id7429,server-uplink,214988123.06252137,284504590.8135364,32360.20659826263,32976.433113823005,948.5926358314307,0.004754437116310874,0.008594249331635483
M1,2026-03-02 03:55:00,core-sw-01,port-id7429,server-uplink,219351747.4112861,292054973.2897276,32142.061455980394,32757.523761099743,979.8217050298723,0.004553744311705719,0.008089202204181408
M1,2026-03-02 04:00:00,core-sw-01,port-id7429,server-uplink,221350635.629096,286747476.60370356,33798.87589707342,32816.5319494327,974.922153549953,0.0046417870212057235,0.00813719731235317
M1,2026-03-02 04:05:00,core-sw-01,port-id7429,server-uplink,223669336.33765414,290784829.5788373,33428.848915920506,33461.053560075474,985.2023007938262,0.00475809803730838,0.008288334392036379
M1,2026-03-02 04:10:00,core-sw-01,port-id7429,server-uplink,230363209.6747944,293687611.2845506,33938.231428986146,32884.17517535701,988.4971242691779,0.004563368359676529,0.008291291722257794
M1,2026-03-02 04:15:00,core-sw-01,port-id7429,server-uplink,217058229.1814663,284692727.9380656,32637.30262436756,32826.909139080184,962.0651157640148,0.004816338974859806,0.008220446948456177
M1,2026-03-02 04:20:00,core-sw-01,port-id7429,server-uplink,230436328.04318506,291162154.8110073,34484.314990382496,33182.36652907631,968.2043615315503,0.004697425374923689,0.008439956047073363
M1,2026-03-02 04:25:00,core-sw-01,port-id7429,server-uplink,221058301.0328345,288665988.5631398,33325.17954446465,32994.69995409038,956.1732512871422,0.00481793614160734,0.008300926682168907
M1,2026-03-02 04:30:00,core-sw-01,port-id7429,server-uplink,231812818.56573787,293414719.6797398,34079.726940795255,33489.73690803664,988.4698835934338,0.004730988943227456,0.00833356038198684
M1,2026-03-02 04:35:00,core-sw-01,port-id7429,server-uplink,223314213.82056963,291085637.2240066,34358.39478729277,33220.82477605674,972.7721451103828,0.004939611047626343,0.008280131880804977
M1,2026-03-02 04:40:00,core-sw-01,port-id7429,server-uplink,216918911.48982978,285590962.5897257,32279.5686795316,31928.799688061008,1002.2018226888715,0.005079720130025348,0.00858542257768339
M1,2026-03-02 04:45:00,core-sw-01,port-id7429,server-uplink,226341698.9547077,290277687.9148754,33592.05209303706,32894.078082078835,980.5083562646339,0.005256046269052542,0.008699837762499328
M1,2026-03-02 04:50:00,core-sw-01,port-id7429,server-uplink,235818707.84042445,294439590.8132165,35487.37002279758,33227.263589399816,953.1468771541158,0.004994330785235924,0.00800933370715393
M1,2026-03-02 04:55:00,core-sw-01,port-id7429,server-uplink,227027197.39017782,292725115.3507246,34109.368132216616,33442.69811312609,945.6534467407121,0.005132999767829225,0.008442430700373336
M1,2026-03-02 05:00:00,core-sw-01,port-id7429,server-uplink,227627245.45335662,287121743.32583034,34315.868984808665,33050.633927674455,968.9007207567732,0.005220076908774048,0.008376746111561953
M1,2026-03-02 05:05:00,core-sw-01,port-id7429,server-uplink,222188989.16067922,293067957.3566348,33271.831109404324,32958.34885990696,963.3658035517996,0.005234416159479252,0.00914602166470479
M1,2026-03-02 05:10:00,core-sw-01,port-id7429,server-uplink,229458706.68651384,291921819.6302719,33459.41287001938,32435.532142322518,948.6451669535525,0.005231214686657746,0.008978519221865303
M1,2026-03-02 05:15:00,core-sw-01,port-id7429,server-uplink,263472378.9967362,308606618.15127987,38711.69219249249,35113.60128140294,947.624434292833,0.004767036976454347,0.008065914904806048
M1,2026-03-02 05:20:00,core-sw-01,port-id7429,server-uplink,226093718.764193,288368354.7490857,33754.21222390071,32648.998159640836,966.2207286908196,0.005621907353298767,0.009373611253297148
M1,2026-03-02 05:25:00,core-sw-01,port-id7429,server-uplink,230491452.7745028,294490203.52541876,34087.49292334271,33443.96617750684,985.0556737960567,0.0054337723294748475,0.00928286818645434
M1,2026-03-02 05:30:00,core-sw-01,port-id7429,server-uplink,249279914.87288892,302631346.43429863,36779.43449546152,33853.052848536994,989.4340038029627,0.005338870429675709,0.009194819279342983
M1,2026-03-02 05:35:00,core-sw-01,port-id7429,server-uplink,249144511.18695638,305187614.3520467,37107.022495474106,34740.82128774298,983.2779301934023,0.005206562172202325,0.008962807011900656
M1,2026-03-02 05:40:00,core-sw-01,port-id7429,server-uplink,88216884.54411118,53852961.42580212,14198.311236592095,7143.598350099,849.2880305413282,0.017924749096537317,0.03234853689727329
M1,2026-03-02 05:45:00,core-sw-01,port-id7429,server-uplink,91758026.70356753,56157750.61612269,15416.61443880352,7762.855084938053,778.0024564130694,0.0170671143463152,0.029888066861807647
M1,2026-03-02 05:50:00,core-sw-01,port-id7429,server-uplink,123168004.52587514,68078155.55155052,20155.41473172631,9333.444530185308,862.2335616163422,0.013502124399935929,0.023383402136796825
M1,2026-03-02 05:55:00,core-sw-01,port-id7429,server-uplink,92887166.2628553,53578654.718542114,15181.272138681996,6972.380688853588,870.1158853917515,0.019265398644529825,0.034106877433422875
M1,2026-03-02 06:00:00,core-sw-01,port-id7429,server-uplink,108463788.20297384,64036637.46129246,17490.937752025082,8512.45562341692,811.4769985907528,0.017012419767101803,0.028647092941056423
M1,2026-03-02 06:05:00,core-sw-01,port-id7429,server-uplink,103191668.86572182,57935658.543487996,16726.410301438267,7969.8993237778095,853.6385363678949,0.017982821568363394,0.030779737358044176
M1,2026-03-02 06:10:00,core-sw-01,port-id7429,server-uplink,96064306.75981638,54296613.12016698,15495.380251400362,7200.684836565081,802.3626759730835,0.020330035088275692,0.034056328325646146
M1,2026-03-02 06:15:00,core-sw-01,port-id7429,server-uplink,102610220.76391612,57941244.61577971,17099.62940920556,7743.08389569338,838.3136826890803,0.018623864396390036,0.03507441618935982
M1,2026-03-02 06:20:00,core-sw-01,port-id7429,server-uplink,128283930.54038534,73052270.33985725,20360.78232556843,9689.139568850786,861.3209082370486,0.01637581533733093,0.029302370131995083
M1,2026-03-02 06:25:00,core-sw-01,port-id7429,server-uplink,142046869.34925538,78328810.01431625,23620.62405254842,10855.165077864855,798.0837930015038,0.014814013292917635,0.025794778650922848
M1,2026-03-02 06:30:00,core-sw-01,port-id7429,server-uplink,137048679.09486663,78159239.29474781,21988.10021926753,10674.926706674423,799.1688051841649,0.016346763512317602,0.028312419281120046
M1,2026-03-02 06:35:00,core-sw-01,port-id7429,server-uplink,124872699.6706814,70499875.66416663,20070.100767757947,9379.87096389623,783.5667892623129,0.018648644555840605,0.033576611720310734
M1,2026-03-02 06:40:00,core-sw-01,port-id7429,server-uplink,138475209.94437075,76079287.81341173,22884.427498325647,10506.105526500813,816.5232090642857,0.016333300469507515,0.03080758318660715
M1,2026-03-02 06:45:00,core-sw-01,port-id7429,server-uplink,153075889.01150867,88681435.5214299,24942.020285372604,11785.446126891755,811.9113075308813,0.01651691612708097,0.02840288491202135
M1,2026-03-02 06:50:00,core-sw-01,port-id7429,server-uplink,145680860.49604467,86697809.89884083,23985.104171933268,11812.372416840462,797.4823490877554,0.018306667814093968,0.03062054686171408
M1,2026-03-02 06:55:00,core-sw-01,port-id7429,server-uplink,171701007.17523623,96171986.41146459,27519.12628902328,12967.731303325842,841.6937609194861,0.015759341171248855,0.02638299033206477
M1,2026-03-02 07:00:00,core-sw-01,port-id7429,server-uplink,129390556.45785584,72798599.10254271,21265.35063240183,9716.305567414254,807.5011470257905,0.02163741718609138,0.03746641193266929
M1,2026-03-02 07:05:00,core-sw-01,port-id7429,server-uplink,184993884.0714819,104913238.8674784,30048.820365977008,14194.943225517876,808.9708953915402,0.015680003350516288,0.02596971341680195
M1,2026-03-02 07:10:00,core-sw-01,port-id7429,server-uplink,159954261.707162,89347656.72715288,25670.02600242956,11886.466332705206,811.7118913413495,0.019767133254258693,0.034542446941379576
M1,2026-03-02 07:15:00,core-sw-01,port-id7429,server-uplink,179493297.44100404,99974689.06728734,29359.8896422528,13490.631870500223,781.1889355537651,0.01770747407178054,0.029982401081187937
M1,2026-03-02 07:20:00,core-sw-01,port-id7429,server-uplink,184008298.85672483,102591559.41182315,31213.239152806087,14166.117247583716,814.0958602526146,0.01709702836863802,0.029222937311673657
M1,2026-03-02 07:25:00,core-sw-01,port-id7429,server-uplink,195987785.7081001,109617036.94523758,32225.68004107822,14912.117543925495,806.4969091723999,0.017416185888276568,0.030133988713906032
M1,2026-03-02 07:30:00,core-sw-01,port-id7429,server-uplink,203542818.05922827,114833333.18796232,33488.005989179626,15928.690123237115,798.7657087582571,0.01661642453310114,0.02730690812744694
M1,2026-03-02 07:35:00,core-sw-01,port-id7429,server-uplink,222764595.92875358,128539361.03863853,36196.860720158045,17032.84862537073,817.2169691902141,0.01586710610910848,0.02832245660494398
M1,2026-03-02 07:40:00,core-sw-01,port-id7429,server-uplink,218105605.73539996,123055532.29808298,34411.85603211744,16227.498828016518,856.6487585260195,0.016436460890185873,0.030241730328703396
M1,2026-03-02 07:45:00,core-sw-01,port-id7429,server-uplink,208471114.3986718,116717888.22265875,34315.50803001758,16015.01794915897,821.5741820667558,0.01775212477397932,0.030750999335443546
M1,2026-03-02 07:50:00,core-sw-01,port-id7429,server-uplink,226924990.67270887,124658330.04869965,36642.144036453166,16914.595449425422,826.7166287568753,0.01688244705153547,0.029239313636387963
M1,2026-03-02 07:55:00,core-sw-01,port-id7429,server-uplink,215790531.5527028,123594365.09557274,35669.27339382378,16855.289867658623,827.4836162857222,0.017423398476299274,0.03128345571231147
M1,2026-03-02 08:00:00,core-sw-01,port-id7429,server-uplink,226431004.47203425,128179192.09677166,36957.33842845,17080.37296960865,849.6178853699814,0.01716380392880394,0.02999245154119755
M1,2026-03-02 08:05:00,core-sw-01,port-id7429,server-uplink,235887967.54279807,132408040.5558184,37124.24484415631,17327.295287732977,846.77110831223,0.018251138063246963,0.03034465697656839
M1,2026-03-02 08:10:00,core-sw-01,port-id7429,server-uplink,250516830.37701645,140348876.23324054,40604.0966724064,18749.92263024567,793.2248329820455,0.016207263250505033,0.02860782283929122
M1,2026-03-02 08:15:00,core-sw-01,port-id7429,server-uplink,240023031.54265597,133202031.02187164,38704.1732585643,17934.922444919423,802.6047928124113,0.018407702341781896,0.029923542720716855
M1,2026-03-02 08:20:00,core-sw-01,port-id7429,server-uplink,254083735.19683063,139524906.13031712,41188.957085204136,19006.588815962707,796.3484737954867,0.017063331254720683,0.028903185084786988
M1,2026-03-02 08:25:00,core-sw-01,port-id7429,server-uplink,249851911.32733625,140745599.53171808,42181.70314273465,19544.745115942493,794.0484911700319,0.01722732947557107,0.028137858991652862
M1,2026-03-02 08:30:00,core-sw-01,port-id7429,server-uplink,262069612.36194354,149460102.09734407,41973.878053208464,19690.81168953894,813.6499120913522,0.0167828361576552,0.029098118023643347
M1,2026-03-02 08:35:00,core-sw-01,port-id7429,server-uplink,273493115.53380734,150776984.01751524,44616.768595944865,20675.4486032988,829.9969674352617,0.015907341729919578,0.0266822221446674
M1,2026-03-02 08:40:00,core-sw-01,port-id7429,server-uplink,267191528.83021638,151046256.24361882,44786.27586064126,20684.193501037807,775.0351813771264,0.016576861467319164,0.027363883236034486
M1,2026-03-02 08:45:00,core-sw-01,port-id7429,server-uplink,266383218.7468625,147828104.73705345,44637.30792699865,20398.623694865437,807.9270798431726,0.01616816575837877,0.02768766596338956
M1,2026-03-02 08:50:00,core-sw-01,port-id7429,server-uplink,262091442.59372708,148276082.88272944,42590.58488148337,20186.78022377317,838.0244871232676,0.017247030572449883,0.02909591230822656
M1,2026-03-02 08:55:00,core-sw-01,port-id7429,server-uplink,275992936.11356294,154916596.8321138,44956.53568694091,20642.805966175336,836.0618098141672,0.016945687044421436,0.029245991225986333
M1,2026-03-02 09:00:00,core-sw-01,port-id7429,server-uplink,258027062.0431176,142753850.69872284,41729.28276328537,19329.361573223476,846.1665201881074,0.01936994908597159,0.03165023342076627
M1,2026-03-02 09:05:00,core-sw-01,port-id7429,server-uplink,281884996.6277916,157929916.24841246,45271.72899333962,21299.893703206984,817.1036055723645,0.01629199184898124,0.029117285734001127
M1,2026-03-02 09:10:00,core-sw-01,port-id7429,server-uplink,277692394.14211214,153840839.64602286,45570.94590792406,20990.291979583522,817.2176763738806,0.017305298264172667,0.02803911658126467
M1,2026-03-02 09:15:00,core-sw-01,port-id7429,server-uplink,270398499.4804428,151940246.22717157,43936.50511824732,20861.60303415344,802.848798508139,0.017532004547403567,0.029260007934160226
M1,2026-03-02 09:20:00,core-sw-01,port-id7429,server-uplink,269536757.40832,148928993.17680693,43821.85224807847,20097.188632134472,817.4463275125061,0.017617790532999663,0.03163700489977835
M1,2026-03-02 09:25:00,core-sw-01,port-id7429,server-uplink,287148352.66999066,159357262.54419512,47209.951654604694,21672.661418341366,811.5526789960314,0.016358096878001112,0.02819581147328753
M1,2026-03-02 09:30:00,core-sw-01,port-id7429,server-uplink,266884049.06551796,148548517.37368253,44869.895833329065,20562.349085339076,769.1026040720533,0.01708558601922748,0.0299216293934587
M1,2026-03-02 09:35:00,core-sw-01,port-id7429,server-uplink,266566735.17249408,153025408.20301193,44972.48496669225,20774.582228694268,788.0206925296213,0.01739688413095417,0.02776793750294536
M1,2026-03-02 09:40:00,core-sw-01,port-id7429,server-uplink,276139905.9793951,153061288.28558004,46048.74543934906,20783.8308884226,811.2840606427889,0.01664389443299193,0.028524456413725044
M1,2026-03-02 09:45:00,core-sw-01,port-id7429,server-uplink,261700530.1846203,146841270.23530367,43182.960100220764,19827.56865038075,821.4133416876572,0.01794955753191528,0.03211200815916286
M1,2026-03-02 09:50:00,core-sw-01,port-id7429,server-uplink,285596885.66725415,161596673.20391667,46566.38168550837,22399.32661495472,794.6178772292186,0.01676873899055466,0.028978626692672937
M1,2026-03-02 09:55:00,core-sw-01,port-id7429,server-uplink,285130870.7663123,159694073.65510145,47057.75192340859,21761.488884198156,807.940062823142,0.016608644107840128,0.028384340026431795
M1,2026-03-02 10:00:00,core-sw-01,port-id7429,server-uplink,277015087.9498938,150309740.22369316,46484.899020541634,20872.07738411302,793.2269979747496,0.016750080395312505,0.028260008477839854
M1,2026-03-02 10:05:00,core-sw-01,port-id7429,server-uplink,272043848.7250034,155866561.332128,43582.6350404148,20557.822130494293,812.0748019862897,0.017777468631413877,0.031010209246082155
M1,2026-03-02 10:10:00,core-sw-01,port-id7429,server-uplink,271224701.93259406,150116292.35647455,43676.12634963814,20087.856358358316,810.6052978738452,0.01855444034472337,0.03109677454232107
M1,2026-03-02 10:15:00,core-sw-01,port-id7429,server-uplink,282179536.6072815,158770585.27360803,44860.628720337845,21345.763496265285,826.4908488079433,0.017218095595396728,0.030526230004328893
M1,2026-03-02 10:20:00,core-sw-01,port-id7429,server-uplink,280255783.338415,154452530.33702832,46114.134888579145,21155.76821431025,828.2131539681576,0.016716540303514146,0.028978923494166774
M1,2026-03-02 10:25:00,core-sw-01,port-id7429,server-uplink,277957205.15452504,154692671.8403736,45585.46903681259,20664.24695601025,862.7470552845238,0.01732878542759603,0.030668657426367252
M1,2026-03-02 10:30:00,core-sw-01,port-id7429,server-uplink,288006673.721988,160405445.6782551,46444.62074788191,21693.91733096756,824.0976621436188,0.01649287076127917,0.029852628227186793
M1,2026-03-02 10:35:00,core-sw-01,port-id7429,server-uplink,261429637.16048992,145107553.137238,42514.57174206146,19672.464723731664,795.0201444810327,0.01930178730102988,0.032398233732467856
M1,2026-03-02 10:40:00,core-sw-01,port-id7429,server-uplink,264052272.10168675,151229265.37538284,43539.68692539715,20570.011187177184,806.0745278180668,0.018946677106834023,0.030668849648700126
M1,2026-03-02 10:45:00,core-sw-01,port-id7429,server-uplink,290640418.78863084,163936269.30266848,48413.009674017914,22291.674541337998,812.4779324329976,0.015954440017040376,0.029380977980469982
M1,2026-03-02 10:50:00,core-sw-01,port-id7429,server-uplink,282022413.4633466,161530662.3036659,46294.98967057279,22788.393023787543,792.9920503802651,0.01658797538521623,0.02799068539403746
M1,2026-03-02 10:55:00,core-sw-01,port-id7429,server-uplink,268238879.69916433,149334747.73525503,44200.44175811068,20453.670964760575,822.5260884240398,0.017862787377241736,0.031103261454431937
M1,2026-03-02 11:00:00,core-sw-01,port-id7429,server-uplink,273734060.7618229,154455387.9575277,46030.76258096802,21411.540291520618,762.2783880980444,0.01713270430274198,0.03024464530809269
M1,2026-03-02 11:05:00,core-sw-01,port-id7429,server-uplink,290864282.14353365,160912405.60969654,48124.884320793106,22278.991257075373,764.8306559009542,0.016153840114008958,0.0280718020252958
M1,2026-03-02 11:10:00,core-sw-01,port-id7429,server-uplink,290720039.57724273,166477494.43627644,48242.906574946675,22984.25352237082,810.4222789931032,0.016687650581488564,0.028878447668247244
M1,2026-03-02 11:15:00,core-sw-01,port-id7429,server-uplink,283914076.0042477,156708658.0457286,46227.84766410124,21162.579290512476,827.8551005137479,0.01752620317524974,0.02980160444543448
M1,2026-03-02 11:20:00,core-sw-01,port-id7429,server-uplink,295992867.68119967,164871628.91929477,51169.85475667343,23278.98649937048,767.1274743993132,0.015404950321171312,0.02850623497108435
M1,2026-03-02 11:25:00,core-sw-01,port-id7429,server-uplink,289732651.88147247,161496193.51148853,48822.75730735699,22063.632464740906,834.8731230658906,0.01592469935483963,0.029034165106002395
M1,2026-03-02 11:30:00,core-sw-01,port-id7429,server-uplink,286957049.29190725,159132495.831151,48217.25148445861,21628.05302174929,815.158479866371,0.016143124754602174,0.028889961399471253
M1,2026-03-02 11:35:00,core-sw-01,port-id7429,server-uplink,291205747.5430387,165168273.19421658,48124.14220895446,22664.523707043572,823.8411415996927,0.017128581634596136,0.02832017052652263
M1,2026-03-02 11:40:00,core-sw-01,port-id7429,server-uplink,287121317.10579234,158874773.7331889,47809.18388174013,21639.65752828356,815.7597952421813,0.01645559746699011,0.02938988105539422
M1,2026-03-02 11:45:00,core-sw-01,port-id7429,server-uplink,303713786.70580566,168693444.88547373,50161.27268738647,23530.86906834182,795.0133465772694,0.015687789268164214,0.02732991890284174
M1,2026-03-02 11:50:00,core-sw-01,port-id7429,server-uplink,282062002.8702308,153364706.62662533,47226.94658854629,21007.44922954134,818.3023338827562,0.016813251413276775,0.029767728621559793
M1,2026-03-02 11:55:00,core-sw-01,port-id7429,server-uplink,279524846.6717041,156597707.19226786,44638.52951996126,20713.53093741557,846.4166082390306,0.01809353664810585,0.030210623252360475
M1,2026-03-02 12:00:00,core-sw-01,port-id7429,server-uplink,294937223.43461674,165696148.6886712,48444.8769270641,22019.99307329179,826.8565509087028,0.016523414880358245,0.028328708451821262
M1,2026-03-02 12:05:00,core-sw-01,port-id7429,server-uplink,265392935.62782797,148675646.4088511,43563.6453836966,20441.408499309193,787.5276174405875,0.018262863038170832,0.0312896460362934
M1,2026-03-02 12:10:00,core-sw-01,port-id7429,server-uplink,268298549.5080286,152973021.2546891,44947.27513496179,21707.397728884083,832.8570856225514,0.016933887542662437,0.030657663224560067
M1,2026-03-02 12:15:00,core-sw-01,port-id7429,server-uplink,291123135.64157593,165103580.66819018,47283.41911593869,22306.990596063126,812.1649197991159,0.016567495236730567,0.027794290227380752
M1,2026-03-02 12:20:00,core-sw-01,port-id7429,server-uplink,282976200.3147317,159593011.23587507,45476.14374513556,21338.773539256566,849.216046680604,0.016742494774654695,0.030596783278893164
