timestamp,split,device_id,port_id,port_role,utilization
2026-01-19 06:00:00,estimate,sw-core-01,port-id7430,uplink,20.553271
2026-01-19 06:05:00,estimate,sw-core-01,port-id7430,uplink,19.986452
2026-01-19 06:10:00,estimate,sw-core-01,port-id7430,uplink,17.738819
2026-01-19 06:15:00,estimate,sw-core-01,port-id7430,uplink,17.776937
2026-01-19 06:20:00,estimate,sw-core-01,port-id7430,uplink,21.481463
2026-01-19 06:25:00,estimate,sw-core-01,port-id7430,uplink,18.506300
2026-01-19 06:30:00,estimate,sw-core-01,port-id7430,uplink,27.089906
2026-01-19 06:35:00,estimate,sw-core-01,port-id7430,uplink,20.825960
2026-01-19 06:40:00,estimate,sw-core-01,port-id7430,uplink,27.553246
2026-01-19 06:45:00,estimate,sw-core-01,port-id7430,uplink,22.947292
2026-01-19 06:50:00,estimate,sw-core-01,port-id7430,uplink,29.208089
2026-01-19 06:55:00,estimate,sw-core-01,port-id7430,uplink,32.714424
2026-01-19 07:00:00,estimate,sw-core-01,port-id7430,uplink,32.248750
2026-01-19 07:05:00,estimate,sw-core-01,port-id7430,uplink,35.819770
2026-01-19 07:10:00,estimate,sw-core-01,port-id7430,uplink,33.932233
2026-01-19 07:15:00,estimate,sw-core-01,port-id7430,uplink,28.357028
2026-01-19 07:20:00,estimate,sw-core-01,port-id7430,uplink,38.180774
2026-01-19 07:25:00,estimate,sw-core-01,port-id7430,uplink,35.007839
2026-01-19 07:30:00,estimate,sw-core-01,port-id7430,uplink,34.981083
2026-01-19 07:35:00,estimate,sw-core-01,port-id7430,uplink,40.983256
2026-01-19 07:40:00,estimate,sw-core-01,port-id7430,uplink,41.476911
2026-01-19 07:45:00,estimate,sw-core-01,port-id7430,uplink,35.760392
2026-01-19 07:50:00,estimate,sw-core-01,port-id7430,uplink,38.485141
2026-01-19 07:55:00,estimate,sw-core-01,port-id7430,uplink,41.519611
2026-01-19 08:00:00,estimate,sw-core-01,port-id7430,uplink,42.193436
2026-01-19 08:05:00,estimate,sw-core-01,port-id7430,uplink,44.963246
2026-01-19 08:10:00,estimate,sw-core-01,port-id7430,uplink,36.350026
2026-01-19 08:15:00,estimate,sw-core-01,port-id7430,uplink,36.145909
2026-01-19 08:20:00,estimate,sw-core-01,port-id7430,uplink,41.316738
2026-01-19 08:25:00,estimate,sw-core-01,port-id7430,uplink,45.700774
2026-01-19 08:30:00,estimate,sw-core-01,port-id7430,uplink,44.150364
2026-01-19 08:35:00,estimate,sw-core-01,port-id7430,uplink,44.298026
2026-01-19 08:40:00,estimate,sw-core-01,port-id7430,uplink,42.166677
2026-01-19 08:45:00,estimate,sw-core-01,port-id7430,uplink,42.335858
2026-01-19 08:50:00,estimate,sw-core-01,port-id7430,uplink,48.542329
2026-01-19 08:55:00,estimate,sw-core-01,port-id7430,uplink,46.493599
2026-01-19 09:00:00,estimate,sw-core-01,port-id7430,uplink,40.449169
2026-01-19 09:05:00,estimate,sw-core-01,port-id7430,uplink,41.420536
2026-01-19 09:10:00,estimate,sw-core-01,port-id7430,uplink,48.769715
2026-01-19 09:15:00,estimate,sw-core-01,port-id7430,uplink,45.531203
2026-01-19 09:20:00,estimate,sw-core-01,port-id7430,uplink,40.625870
2026-01-19 09:25:00,estimate,sw-core-01,port-id7430,uplink,49.064986
2026-01-19 09:30:00,estimate,sw-core-01,port-id7430,uplink,42.396762
2026-01-19 09:35:00,estimate,sw-core-01,port-id7430,uplink,42.608671
2026-01-19 09:40:00,estimate,sw-core-01,port-id7430,uplink,44.880361
2026-01-19 09:45:00,estimate,sw-core-01,port-id7430,uplink,49.422550
2026-01-19 09:50:00,estimate,sw-core-01,port-id7430,uplink,43.916897
2026-01-19 09:55:00,estimate,sw-core-01,port-id7430,uplink,40.549071
2026-01-19 10:00:00,estimate,sw-core-01,port-id7430,uplink,47.519515
2026-01-19 10:05:00,estimate,sw-core-01,port-id7430,uplink,47.064062
2026-01-19 10:10:00,estimate,sw-core-01,port-id7430,uplink,46.324176
2026-01-19 10:15:00,estimate,sw-core-01,port-id7430,uplink,42.701044
2026-01-19 10:20:00,estimate,sw-core-01,port-id7430,uplink,47.270948
2026-01-19 10:25:00,estimate,sw-core-01,port-id7430,uplink,48.472908
2026-01-19 10:30:00,estimate,sw-core-01,port-id7430,uplink,45.151634
2026-01-19 10:35:00,estimate,sw-core-01,port-id7430,uplink,45.070456
2026-01-19 10:40:00,estimate,sw-core-01,port-id7430,uplink,44.596783
2026-01-19 10:45:00,estimate,sw-core-01,port-id7430,uplink,44.579354
2026-01-19 10:50:00,estimate,sw-core-01,port-id7430,uplink,42.828531
2026-01-19 10:55:00,estimate,sw-core-01,port-id7430,uplink,41.695894
2026-01-19 11:00:00,estimate,sw-core-01,port-id7430,uplink,42.465205
2026-01-19 11:05:00,estimate,sw-core-01,port-id7430,uplink,41.303833
2026-01-19 11:10:00,estimate,sw-core-01,port-id7430,uplink,42.819020
2026-01-19 11:15:00,estimate,sw-core-01,port-id7430,uplink,47.359240
2026-01-19 11:20:00,estimate,sw-core-01,port-id7430,uplink,47.397009
2026-01-19 11:25:00,estimate,sw-core-01,port-id7430,uplink,42.964960
2026-01-19 11:30:00,estimate,sw-core-01,port-id7430,uplink,44.412670
2026-01-19 11:35:00,estimate,sw-core-01,port-id7430,uplink,47.118586
2026-01-19 11:40:00,estimate,sw-core-01,port-id7430,uplink,39.568192
2026-01-19 11:45:00,estimate,sw-core-01,port-id7430,uplink,39.633119
2026-01-19 11:50:00,estimate,sw-core-01,port-id7430,uplink,41.111051
2026-01-19 11:55:00,estimate,sw-core-01,port-id7430,uplink,44.593767
2026-01-19 12:00:00,estimate,sw-core-01,port-id7430,uplink,43.859994
2026-01-19 12:05:00,estimate,sw-core-01,port-id7430,uplink,47.497784
2026-01-19 12:10:00,estimate,sw-core-01,port-id7430,uplink,40.544580
2026-01-19 12:15:00,estimate,sw-core-01,port-id7430,uplink,44.082421
2026-01-19 12:20:00,estimate,sw-core-01,port-id7430,uplink,51.070311
2026-01-19 12:25:00,estimate,sw-core-01,port-id7430,uplink,42.199564
2026-01-19 12:30:00,estimate,sw-core-01,port-id7430,uplink,46.000114
2026-01-19 12:35:00,estimate,sw-core-01,port-id7430,uplink,48.435521
2026-01-19 12:40:00,estimate,sw-core-01,port-id7430,uplink,47.260442
2026-01-19 12:45:00,estimate,sw-core-01,port-id7430,uplink,44.253984
2026-01-19 12:50:00,estimate,sw-core-01,port-id7430,uplink,45.524710
2026-01-19 12:55:00,estimate,sw-core-01,port-id7430,uplink,45.815347
2026-01-19 13:00:00,estimate,sw-core-01,port-id7430,uplink,46.958541
2026-01-19 13:05:00,estimate,sw-core-01,port-id7430,uplink,45.565952
2026-01-19 13:10:00,estimate,sw-core-01,port-id7430,uplink,40.560679
2026-01-19 13:15:00,estimate,sw-core-01,port-id7430,uplink,47.344364
2026-01-19 13:20:00,estimate,sw-core-01,port-id7430,uplink,49.083977
2026-01-19 13:25:00,estimate,sw-core-01,port-id7430,uplink,46.678866
2026-01-19 13:30:00,estimate,sw-core-01,port-id7430,uplink,43.418715
2026-01-19 13:35:00,estimate,sw-core-01,port-id7430,uplink,46.736819
2026-01-19 13:40:00,estimate,sw-core-01,port-id7430,uplink,46.740580
2026-01-19 13:45:00,estimate,sw-core-01,port-id7430,uplink,47.344900
2026-01-19 13:50:00,estimate,sw-core-01,port-id7430,uplink,50.069526
2026-01-19 13:55:00,estimate,sw-core-01,port-id7430,uplink,46.247414
2026-01-19 14:00:00,estimate,sw-core-01,port-id7430,uplink,39.191496
2026-01-19 14:05:00,estimate,sw-core-01,port-id7430,uplink,43.163166
2026-01-19 14:10:00,estimate,sw-core-01,port-id7430,uplink,47.462686
2026-01-19 14:15:00,estimate,sw-core-01,port-id7430,uplink,49.057896
2026-01-19 14:20:00,estimate,sw-core-01,port-id7430,uplink,42.344336
2026-01-19 14:25:00,estimate,sw-core-01,port-id7430,uplink,43.490476
2026-01-19 14:30:00,estimate,sw-core-01,port-id7430,uplink,47.952366
2026-01-19 14:35:00,estimate,sw-core-01,port-id7430,uplink,46.600272
2026-01-19 14:40:00,estimate,sw-core-01,port-id7430,uplink,43.470122
2026-01-19 14:45:00,estimate,sw-core-01,port-id7430,uplink,42.066974
2026-01-19 14:50:00,estimate,sw-core-01,port-id7430,uplink,47.100821
2026-01-19 14:55:00,estimate,sw-core-01,port-id7430,uplink,50.013023
2026-01-19 15:00:00,estimate,sw-core-01,port-id7430,uplink,50.393365
2026-01-19 15:05:00,estimate,sw-core-01,port-id7430,uplink,43.770941
2026-01-19 15:10:00,estimate,sw-core-01,port-id7430,uplink,48.599876
2026-01-19 15:15:00,estimate,sw-core-01,port-id7430,uplink,45.258272
2026-01-19 15:20:00,estimate,sw-core-01,port-id7430,uplink,40.352560
2026-01-19 15:25:00,estimate,sw-core-01,port-id7430,uplink,44.844429
2026-01-19 15:30:00,estimate,sw-core-01,port-id7430,uplink,47.288504
2026-01-19 15:35:00,estimate,sw-core-01,port-id7430,uplink,46.006537
2026-01-19 15:40:00,estimate,sw-core-01,port-id7430,uplink,49.706558
2026-01-19 15:45:00,estimate,sw-core-01,port-id7430,uplink,48.973416
2026-01-19 15:50:00,estimate,sw-core-01,port-id7430,uplink,42.397753
2026-01-19 15:55:00,estimate,sw-core-01,port-id7430,uplink,43.572848
2026-01-19 16:00:00,estimate,sw-core-01,port-id7430,uplink,47.895545
2026-01-19 16:05:00,estimate,sw-core-01,port-id7430,uplink,43.692185
2026-01-19 16:10:00,estimate,sw-core-01,port-id7430,uplink,41.256939
2026-01-19 16:15:00,estimate,sw-core-01,port-id7430,uplink,42.627777
2026-01-19 16:20:00,estimate,sw-core-01,port-id7430,uplink,45.938648
2026-01-19 16:25:00,estimate,sw-core-01,port-id7430,uplink,46.100885
2026-01-19 16:30:00,estimate,sw-core-01,port-id7430,uplink,42.681942
2026-01-19 16:35:00,estimate,sw-core-01,port-id7430,uplink,49.741984
2026-01-19 16:40:00,estimate,sw-core-01,port-id7430,uplink,48.009033
2026-01-19 16:45:00,estimate,sw-core-01,port-id7430,uplink,37.856631
2026-01-19 16:50:00,estimate,sw-core-01,port-id7430,uplink,44.988245
2026-01-19 16:55:00,estimate,sw-core-01,port-id7430,uplink,42.766376
2026-01-19 17:00:00,estimate,sw-core-01,port-id7430,uplink,42.959062
2026-01-19 17:05:00,estimate,sw-core-01,port-id7430,uplink,42.738293
2026-01-19 17:10:00,estimate,sw-core-01,port-id7430,uplink,46.807125
2026-01-19 17:15:00,estimate,sw-core-01,port-id7430,uplink,45.521965
2026-01-19 17:20:00,estimate,sw-core-01,port-id7430,uplink,48.793695
2026-01-19 17:25:00,estimate,sw-core-01,port-id7430,uplink,39.615252
2026-01-19 17:30:00,estimate,sw-core-01,port-id7430,uplink,39.485692
2026-01-19 17:35:00,estimate,sw-core-01,port-id7430,uplink,43.576102
2026-01-19 17:40:00,estimate,sw-core-01,port-id7430,uplink,43.753761
2026-01-19 17:45:00,estimate,sw-core-01,port-id7430,uplink,41.804422
2026-01-19 17:50:00,estimate,sw-core-01,port-id7430,uplink,40.143282
2026-01-19 17:55:00,estimate,sw-core-01,port-id7430,uplink,46.243002
2026-01-19 18:00:00,estimate,sw-core-01,port-id7430,uplink,46.882432
2026-01-19 18:05:00,estimate,sw-core-01,port-id7430,uplink,39.908049
2026-01-19 18:10:00,estimate,sw-core-01,port-id7430,uplink,50.658252
2026-01-19 18:15:00,estimate,sw-core-01,port-id7430,uplink,39.802362
2026-01-19 18:20:00,estimate,sw-core-01,port-id7430,uplink,46.423024
2026-01-19 18:25:00,estimate,sw-core-01,port-id7430,uplink,34.055154
2026-01-19 18:30:00,estimate,sw-core-01,port-id7430,uplink,41.242901
2026-01-19 18:35:00,estimate,sw-core-01,port-id7430,uplink,39.423206
2026-01-19 18:40:00,estimate,sw-core-01,port-id7430,uplink,39.801825
2026-01-19 18:45:00,estimate,sw-core-01,port-id7430,uplink,43.093191
2026-01-19 18:50:00,estimate,sw-core-01,port-id7430,uplink,34.724060
2026-01-19 18:55:00,estimate,sw-core-01,port-id7430,uplink,34.677469
2026-01-19 19:00:00,estimate,sw-core-01,port-id7430,uplink,35.794055
2026-01-19 19:05:00,estimate,sw-core-01,port-id7430,uplink,32.456060
2026-01-19 19:10:00,estimate,sw-core-01,port-id7430,uplink,38.137071
2026-01-19 19:15:00,estimate,sw-core-01,port-id7430,uplink,30.796907
2026-01-19 19:20:00,estimate,sw-core-01,port-id7430,uplink,38.143279
2026-01-19 19:25:00,estimate,sw-core-01,port-id7430,uplink,30.382754
2026-01-19 19:30:00,estimate,sw-core-01,port-id7430,uplink,28.339750
2026-01-19 19:35:00,estimate,sw-core-01,port-id7430,uplink,35.131994
2026-01-19 19:40:00,estimate,sw-core-01,port-id7430,uplink,29.301653
2026-01-19 19:45:00,estimate,sw-core-01,port-id7430,uplink,29.110377
2026-01-19 19:50:00,estimate,sw-core-01,port-id7430,uplink,26.373866
2026-01-19 19:55:00,estimate,sw-core-01,port-id7430,uplink,29.421065
2026-01-19 20:00:00,estimate,sw-core-01,port-id7430,uplink,24.924550
2026-01-19 20:05:00,estimate,sw-core-01,port-id7430,uplink,23.292576
2026-01-19 20:10:00,estimate,sw-core-01,port-id7430,uplink,25.275253
2026-01-19 20:15:00,estimate,sw-core-01,port-id7430,uplink,19.191673
2026-01-19 20:20:00,estimate,sw-core-01,port-id7430,uplink,17.162832
2026-01-19 20:25:00,estimate,sw-core-01,port-id7430,uplink,17.763356
2026-01-19 20:30:00,estimate,sw-core-01,port-id7430,uplink,17.578004
2026-01-19 20:35:00,estimate,sw-core-01,port-id7430,uplink,22.107425
2026-01-19 20:40:00,estimate,sw-core-01,port-id7430,uplink,19.935888
2026-01-19 20:45:00,estimate,sw-core-01,port-id7430,uplink,19.611277
2026-01-19 20:50:00,estimate,sw-core-01,port-id7430,uplink,13.075735
2026-01-19 20:55:00,estimate,sw-core-01,port-id7430,uplink,18.370694
2026-01-19 21:00:00,estimate,sw-core-01,port-id7430,uplink,17.990284
2026-01-19 21:05:00,estimate,sw-core-01,port-id7430,uplink,14.559669
2026-01-19 21:10:00,estimate,sw-core-01,port-id7430,uplink,17.263176
2026-01-19 21:15:00,estimate,sw-core-01,port-id7430,uplink,9.682290
2026-01-19 21:20:00,estimate,sw-core-01,port-id7430,uplink,20.153905
2026-01-19 21:25:00,estimate,sw-core-01,port-id7430,uplink,19.510527
2026-01-19 21:30:00,estimate,sw-core-01,port-id7430,uplink,15.743592
2026-01-19 21:35:00,estimate,sw-core-01,port-id7430,uplink,15.932697
2026-01-19 21:40:00,estimate,sw-core-01,port-id7430,uplink,12.135451
2026-01-19 21:45:00,estimate,sw-core-01,port-id7430,uplink,17.830582
2026-01-19 21:50:00,estimate,sw-core-01,port-id7430,uplink,14.848038
2026-01-19 21:55:00,estimate,sw-core-01,port-id7430,uplink,14.441663
2026-01-19 22:00:00,estimate,sw-core-01,port-id7430,uplink,17.004723
2026-01-19 22:05:00,estimate,sw-core-01,port-id7430,uplink,15.048185
2026-01-19 22:10:00,estimate,sw-core-01,port-id7430,uplink,12.491830
2026-01-19 22:15:00,estimate,sw-core-01,port-id7430,uplink,19.500342
2026-01-19 22:20:00,estimate,sw-core-01,port-id7430,uplink,13.569302
2026-01-19 22:25:00,estimate,sw-core-01,port-id7430,uplink,18.832021
2026-01-19 22:30:00,estimate,sw-core-01,port-id7430,uplink,10.957557
2026-01-19 22:35:00,estimate,sw-core-01,port-id7430,uplink,11.476840
2026-01-19 22:40:00,estimate,sw-core-01,port-id7430,uplink,16.058023
2026-01-19 22:45:00,estimate,sw-core-01,port-id7430,uplink,14.409130
2026-01-19 22:50:00,estimate,sw-core-01,port-id7430,uplink,11.418513
2026-01-19 22:55:00,estimate,sw-core-01,port-id7430,uplink,12.905417
2026-01-19 23:00:00,estimate,sw-core-01,port-id7430,uplink,14.220015
2026-01-19 23:05:00,estimate,sw-core-01,port-id7430,uplink,14.602584
2026-01-19 23:10:00,estimate,sw-core-01,port-id7430,uplink,10.293399
2026-01-19 23:15:00,estimate,sw-core-01,port-id7430,uplink,18.985700
2026-01-19 23:20:00,estimate,sw-core-01,port-id7430,uplink,21.117147
2026-01-19 23:25:00,estimate,sw-core-01,port-id7430,uplink,18.618336
2026-01-19 23:30:00,estimate,sw-core-01,port-id7430,uplink,17.876336
2026-01-19 23:35:00,estimate,sw-core-01,port-id7430,uplink,12.211745
2026-01-19 23:40:00,estimate,sw-core-01,port-id7430,uplink,14.017770
2026-01-19 23:45:00,estimate,sw-core-01,port-id7430,uplink,12.127955
2026-01-19 23:50:00,estimate,sw-core-01,port-id7430,uplink,16.274082
2026-01-19 23:55:00,estimate,sw-core-01,port-id7430,uplink,15.344322
2026-01-20 00:00:00,estimate,sw-core-01,port-id7430,uplink,13.468079
2026-01-20 00:05:00,estimate,sw-core-01,port-id7430,uplink,13.535478
2026-01-20 00:10:00,estimate,sw-core-01,port-id7430,uplink,14.693843
2026-01-20 00:15:00,estimate,sw-core-01,port-id7430,uplink,14.509869
2026-01-20 00:20:00,estimate,sw-core-01,port-id7430,uplink,16.054904
2026-01-20 00:25:00,estimate,sw-core-01,port-id7430,uplink,14.614135
2026-01-20 00:30:00,estimate,sw-core-01,port-id7430,uplink,14.666981
2026-01-20 00:35:00,estimate,sw-core-01,port-id7430,uplink,16.214963
2026-01-20 00:40:00,estimate,sw-core-01,port-id7430,uplink,11.357300
2026-01-20 00:45:00,estimate,sw-core-01,port-id7430,uplink,16.691085
2026-01-20 00:50:00,estimate,sw-core-01,port-id7430,uplink,17.228933
2026-01-20 00:55:00,estimate,sw-core-01,port-id7430,uplink,13.776893
2026-01-20 01:00:00,estimate,sw-core-01,port-id7430,uplink,20.531423
2026-01-20 01:05:00,estimate,sw-core-01,port-id7430,uplink,14.864014
2026-01-20 01:10:00,estimate,sw-core-01,port-id7430,uplink,12.822797
2026-01-20 01:15:00,estimate,sw-core-01,port-id7430,uplink,16.852304
2026-01-20 01:20:00,estimate,sw-core-01,port-id7430,uplink,14.914576
2026-01-20 01:25:00,estimate,sw-core-01,port-id7430,uplink,14.364393
2026-01-20 01:30:00,estimate,sw-core-01,port-id7430,uplink,12.930121
2026-01-20 01:35:00,estimate,sw-core-01,port-id7430,uplink,11.747265
2026-01-20 01:40:00,estimate,sw-core-01,port-id7430,uplink,13.204125
2026-01-20 01:45:00,estimate,sw-core-01,port-id7430,uplink,11.558466
2026-01-20 01:50:00,estimate,sw-core-01,port-id7430,uplink,14.706494
2026-01-20 01:55:00,estimate,sw-core-01,port-id7430,uplink,18.999021
2026-01-20 02:00:00,estimate,sw-core-01,port-id7430,uplink,10.364926
2026-01-20 02:05:00,estimate,sw-core-01,port-id7430,uplink,20.716162
2026-01-20 02:10:00,estimate,sw-core-01,port-id7430,uplink,19.322645
2026-01-20 02:15:00,estimate,sw-core-01,port-id7430,uplink,13.075283
2026-01-20 02:20:00,estimate,sw-core-01,port-id7430,uplink,15.867423
2026-01-20 02:25:00,estimate,sw-core-01,port-id7430,uplink,16.194823
2026-01-20 02:30:00,estimate,sw-core-01,port-id7430,uplink,12.367410
2026-01-20 02:35:00,estimate,sw-core-01,port-id7430,uplink,11.787675
2026-01-20 02:40:00,estimate,sw-core-01,port-id7430,uplink,17.236642
2026-01-20 02:45:00,estimate,sw-core-01,port-id7430,uplink,16.956983
2026-01-20 02:50:00,estimate,sw-core-01,port-id7430,uplink,16.009324
2026-01-20 02:55:00,estimate,sw-core-01,port-id7430,uplink,16.931256
2026-01-20 03:00:00,estimate,sw-core-01,port-id7430,uplink,16.026487
2026-01-20 03:05:00,estimate,sw-core-01,port-id7430,uplink,10.875998
2026-01-20 03:10:00,estimate,sw-core-01,port-id7430,uplink,14.579559
2026-01-20 03:15:00,estimate,sw-core-01,port-id7430,uplink,20.178837
2026-01-20 03:20:00,estimate,sw-core-01,port-id7430,uplink,15.873574
2026-01-20 03:25:00,estimate,sw-core-01,port-id7430,uplink,12.343500
2026-01-20 03:30:00,estimate,sw-core-01,port-id7430,uplink,12.091209
2026-01-20 03:35:00,estimate,sw-core-01,port-id7430,uplink,11.600105
2026-01-20 03:40:00,estimate,sw-core-01,port-id7430,uplink,14.561066
2026-01-20 03:45:00,estimate,sw-core-01,port-id7430,uplink,11.438380
2026-01-20 03:50:00,estimate,sw-core-01,port-id7430,uplink,13.916431
2026-01-20 03:55:00,estimate,sw-core-01,port-id7430,uplink,15.664584
2026-01-20 04:00:00,estimate,sw-core-01,port-id7430,uplink,14.658465
2026-01-20 04:05:00,estimate,sw-core-01,port-id7430,uplink,14.363579
2026-01-20 04:10:00,estimate,sw-core-01,port-id7430,uplink,12.878201
2026-01-20 04:15:00,estimate,sw-core-01,port-id7430,uplink,17.540223
2026-01-20 04:20:00,estimate,sw-core-01,port-id7430,uplink,14.219893
2026-01-20 04:25:00,estimate,sw-core-01,port-id7430,uplink,21.366110
2026-01-20 04:30:00,estimate,sw-core-01,port-id7430,uplink,16.222168
2026-01-20 04:35:00,estimate,sw-core-01,port-id7430,uplink,18.928019
2026-01-20 04:40:00,estimate,sw-core-01,port-id7430,uplink,16.435103
2026-01-20 04:45:00,estimate,sw-core-01,port-id7430,uplink,15.392466
2026-01-20 04:50:00,estimate,sw-core-01,port-id7430,uplink,17.808538
2026-01-20 04:55:00,estimate,sw-core-01,port-id7430,uplink,18.194203
2026-01-20 05:00:00,estimate,sw-core-01,port-id7430,uplink,20.152831
2026-01-20 05:05:00,estimate,sw-core-01,port-id7430,uplink,20.654959
2026-01-20 05:10:00,estimate,sw-core-01,port-id7430,uplink,13.040214
2026-01-20 05:15:00,estimate,sw-core-01,port-id7430,uplink,21.034420
2026-01-20 05:20:00,estimate,sw-core-01,port-id7430,uplink,14.112188
2026-01-20 05:25:00,estimate,sw-core-01,port-id7430,uplink,13.518580
2026-01-20 05:30:00,estimate,sw-core-01,port-id7430,uplink,17.061666
2026-01-20 05:35:00,estimate,sw-core-01,port-id7430,uplink,19.361714
2026-01-20 05:40:00,estimate,sw-core-01,port-id7430,uplink,21.000856
