scenario_id,sample_index,source_timestamp,site,target,mahalanobis_score,lof_score,packet_loss_ratio,service_up,maintenance_active
P1,9,2026-04-06 09:45:00,taipei-dc1,fw01,4.3,1.0087234582554843,0.0009414001316733048,1,0
P1,9,2026-04-06 09:45:00,taipei-dc1,web01,1.0067340289920141,1.050480962662808,0.0009754315640280444,1,0
P1,9,2026-04-06 09:45:00,taipei-dc1,db01,0.9079987660853948,1.022314500019911,0.0006993481973084298,1,0
P1,10,2026-04-06 09:50:00,taipei-dc1,fw01,4.3,1.0745237135782952,0.001059834801062114,1,0
P1,10,2026-04-06 09:50:00,taipei-dc1,web01,1.0350285427992094,1.0967538473193639,0.0011680392749869042,1,0
P1,10,2026-04-06 09:50:00,taipei-dc1,db01,1.023258399854235,1.032844559301827,0.0009194843111123319,1,0
P1,11,2026-04-06 09:55:00,taipei-dc1,fw01,4.3,1.0593175691640662,0.0010084283026694258,1,0
P1,11,2026-04-06 09:55:00,taipei-dc1,web01,0.9189710750054046,1.0689672451633512,0.0010848308909151806,1,0
P1,11,2026-04-06 09:55:00,taipei-dc1,db01,0.9509353044269891,1.0163533684650654,0.0010824888297327083,1,0
P1,12,2026-04-06 10:00:00,taipei-dc1,fw01,4.3,0.9826179296721302,0.0009764873443793837,1,0
P1,12,2026-04-06 10:00:00,taipei-dc1,web01,1.3209271383955672,1.004310264744569,0.0010201631617371423,1,0
P1,12,2026-04-06 10:00:00,taipei-dc1,db01,0.8282059329722493,1.0307393370079836,0.0008611535491755347,1,0
P1,13,2026-04-06 10:05:00,taipei-dc1,fw01,4.3,0.9927341425209228,0.0009978768433907305,1,0
P1,13,2026-04-06 10:05:00,taipei-dc1,web01,1.0862768550840198,1.048243574037203,0.001018576235631183,1,0
P1,13,2026-04-06 10:05:00,taipei-dc1,db01,0.8133311796352438,1.0024032610814562,0.0009923642250947542,1,0
P1,14,2026-04-06 10:10:00,taipei-dc1,fw01,1.1500382274333356,1.0026550685855515,0.0009215329897029504,1,0
P1,14,2026-04-06 10:10:00,taipei-dc1,web01,1.260473851730827,1.029171677974491,0.00109931939567935,1,0
P1,14,2026-04-06 10:10:00,taipei-dc1,db01,1.0117728665741372,0.9755285850646327,0.0010771383760202705,1,0
P1,15,2026-04-06 10:15:00,taipei-dc1,fw01,1.0994293012131415,0.9466976906839959,0.0009765827435023158,1,0
P1,15,2026-04-06 10:15:00,taipei-dc1,web01,1.1145205439869117,1.0446138797601436,0.0010789707870482404,1,0
P1,15,2026-04-06 10:15:00,taipei-dc1,db01,0.7773626633377766,0.9983761707264542,0.000930466866672278,1,0
P1,16,2026-04-06 10:20:00,taipei-dc1,fw01,4.2,1.0851209718892079,0.0011743850666456554,1,0
P1,16,2026-04-06 10:20:00,taipei-dc1,web01,1.1734373980319184,1.0267932118746956,0.0009097575958235092,1,0
P1,16,2026-04-06 10:20:00,taipei-dc1,db01,0.8753513919717082,1.0979303516778152,0.0007872104881571444,1,0
P1,17,2026-04-06 10:25:00,taipei-dc1,fw01,2.7,1.0416637088646852,0.0009400341662372888,1,0
P1,17,2026-04-06 10:25:00,taipei-dc1,web01,1.0614103108634596,0.9876757074289365,0.0008841532175131605,1,0
P1,17,2026-04-06 10:25:00,taipei-dc1,db01,0.9049394792434033,1.092957178258976,0.0008412818076445087,1,0
P1,18,2026-04-06 10:30:00,taipei-dc1,fw01,4.2,1.0888173095442761,0.0008825631307810538,1,0
P1,18,2026-04-06 10:30:00,taipei-dc1,web01,1.0889499879963713,1.0069307351708146,0.0009868141858529822,1,0
P1,18,2026-04-06 10:30:00,taipei-dc1,db01,0.8616843210178096,1.0385790514934763,0.001025552264185717,1,0
P1,19,2026-04-06 10:35:00,taipei-dc1,fw01,2.7,0.9644788778205922,0.0010408568844485833,1,0
P1,19,2026-04-06 10:35:00,taipei-dc1,web01,1.2505971686595987,1.0797526653317562,0.0009369530658640095,1,0
P1,19,2026-04-06 10:35:00,taipei-dc1,db01,1.009911022690158,1.0573321029882345,0.0011258122800689753,1,0
P1,20,2026-04-06 10:40:00,taipei-dc1,fw01,0.9747515719148079,1.006780199087053,0.0009472855555656091,1,0
P1,20,2026-04-06 10:40:00,taipei-dc1,web01,1.2047236392689975,1.0231402264633014,0.0011331370504898618,1,0
P1,20,2026-04-06 10:40:00,taipei-dc1,db01,0.8445081784382482,1.0094088996491115,0.0009257762523527046,1,0
P1,21,2026-04-06 10:45:00,taipei-dc1,fw01,0.8435909355047483,1.0803711982082567,0.001183631750086571,1,0
P1,21,2026-04-06 10:45:00,taipei-dc1,web01,0.9598183648041331,1.066035510041856,0.0009784065149835719,1,0
P1,21,2026-04-06 10:45:00,taipei-dc1,db01,0.855247221831205,1.0336942416467543,0.0008754600939372031,1,0
P1,22,2026-04-06 10:50:00,taipei-dc1,fw01,0.8934636274487939,0.9891982571161204,0.0008860427277957802,1,0
P1,22,2026-04-06 10:50:00,taipei-dc1,web01,1.0416594716931804,1.0524279328358275,0.0012422439666018531,1,0
P1,22,2026-04-06 10:50:00,taipei-dc1,db01,0.9967160323649727,1.0390461053132454,0.0007972186003013888,1,0
P1,23,2026-04-06 10:55:00,taipei-dc1,fw01,1.0686765026755551,1.0219976051990318,0.0008387378542018001,1,0
P1,23,2026-04-06 10:55:00,taipei-dc1,web01,1.173642584547941,1.033574949537943,0.0008273072935649653,1,0
P1,23,2026-04-06 10:55:00,taipei-dc1,db01,1.0021979027428103,1.0428309758936274,0.0009288015077211614,1,0
P2,0,2026-04-07 09:00:00,taipei-dc1,fw01,0.9270962228100399,0.9636395923549266,0.0008845771237979878,1,0
P2,0,2026-04-07 09:00:00,taipei-dc1,web01,1.0770195851363638,1.0715833080565593,0.0009100410814250454,1,0
P2,0,2026-04-07 09:00:00,taipei-dc1,db01,1.029866705751533,1.0904373184379084,0.000854427843977471,1,0
P2,1,2026-04-07 09:05:00,taipei-dc1,fw01,1.1509700127629583,1.0058963719935556,0.001180377911873862,1,0
P2,1,2026-04-07 09:05:00,taipei-dc1,web01,0.9896815250954538,1.0790267544570955,0.0008726594644660076,1,0
P2,1,2026-04-07 09:05:00,taipei-dc1,db01,0.9411651415188249,1.0065942304201587,0.0010016453757305927,1,0
P2,2,2026-04-07 09:10:00,taipei-dc1,fw01,1.1127592149882832,0.9932335278898372,0.0010585354924170561,1,0
P2,2,2026-04-07 09:10:00,taipei-dc1,web01,0.912572217399612,1.0880416086524622,0.0011615887100110225,1,0
P2,2,2026-04-07 09:10:00,taipei-dc1,db01,1.004473189755484,1.034096345159573,0.0013003438870971865,1,0
P2,3,2026-04-07 09:15:00,taipei-dc1,fw01,0.972161353297752,0.9681751076814387,0.001014444015274515,1,0
P2,3,2026-04-07 09:15:00,taipei-dc1,web01,1.0653131277032744,1.0047244086587113,0.0009691775723529982,1,0
P2,3,2026-04-07 09:15:00,taipei-dc1,db01,0.9457569995990258,0.9879625274833254,0.0010607007961161807,1,0
P2,4,2026-04-07 09:20:00,taipei-dc1,fw01,1.1314881144575486,1.0115692965662266,0.0009995515300590008,1,0
P2,4,2026-04-07 09:20:00,taipei-dc1,web01,1.2211099064344597,1.0139335899078878,0.0009520486426073323,1,0
P2,4,2026-04-07 09:20:00,taipei-dc1,db01,1.0800763368492559,1.07356122052417,0.0010024671865277613,1,0
P2,5,2026-04-07 09:25:00,taipei-dc1,fw01,0.9282159568176253,1.0245205697853705,0.0012795193160816541,1,0
P2,5,2026-04-07 09:25:00,taipei-dc1,web01,1.0326634232704224,1.070806721509856,0.0010746979040766995,1,0
P2,5,2026-04-07 09:25:00,taipei-dc1,db01,1.0000951893167858,1.0535439233101704,0.0010565000619262004,1,0
P2,6,2026-04-07 09:30:00,taipei-dc1,fw01,4.9,1.0183030849363544,0.0006570369934247747,1,0
P2,6,2026-04-07 09:30:00,taipei-dc1,web01,0.9657142446783905,1.01794029318017,0.0008789502370930214,1,0
P2,6,2026-04-07 09:30:00,taipei-dc1,db01,1.0218915825776034,1.0224173975302793,0.0008765288444389808,1,0
P2,7,2026-04-07 09:35:00,taipei-dc1,fw01,4.9,0.9786643996379227,0.0007578259155057484,1,0
P2,7,2026-04-07 09:35:00,taipei-dc1,web01,1.0859253739107073,1.03522307733241,0.0010976036325861978,1,0
P2,7,2026-04-07 09:35:00,taipei-dc1,db01,0.8859833346976573,0.9801484184264352,0.0010427284968390464,1,0
P2,8,2026-04-07 09:40:00,taipei-dc1,fw01,4.9,4.6,0.001243670358749333,1,0
P2,8,2026-04-07 09:40:00,taipei-dc1,web01,1.0914896162537737,1.0698845307964548,0.0010761232196115883,1,0
P2,8,2026-04-07 09:40:00,taipei-dc1,db01,1.0019261331681788,1.0216529653373743,0.0010258180906704488,1,0
P2,9,2026-04-07 09:45:00,taipei-dc1,fw01,4.9,4.6,0.0008958312467302462,1,0
P2,9,2026-04-07 09:45:00,taipei-dc1,web01,1.1331377237660156,1.007083112291512,0.0009515306105807173,1,0
P2,9,2026-04-07 09:45:00,taipei-dc1,db01,0.9575504548834122,1.0727983055033108,0.0007497691322696509,1,0
P2,10,2026-04-07 09:50:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,10,2026-04-07 09:50:00,taipei-dc1,web01,1.0879836694586826,1.0286054082917064,0.0010070078160707599,1,0
P2,10,2026-04-07 09:50:00,taipei-dc1,db01,1.03521603064615,1.0430343708934595,0.0011007042996522903,1,0
P2,11,2026-04-07 09:55:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,11,2026-04-07 09:55:00,taipei-dc1,web01,1.0635651045713403,1.0259968071588583,0.0010092584134037445,1,0
P2,11,2026-04-07 09:55:00,taipei-dc1,db01,0.8626300606266137,1.0804887492608897,0.0008282034537770091,1,0
P2,12,2026-04-07 10:00:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,12,2026-04-07 10:00:00,taipei-dc1,web01,1.0757478011327777,1.1016622890098091,0.0006993055764485388,1,0
P2,12,2026-04-07 10:00:00,taipei-dc1,db01,1.0141741898390813,1.0402582445254236,0.0010277608783341792,1,0
P2,13,2026-04-07 10:05:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,13,2026-04-07 10:05:00,taipei-dc1,web01,1.1521275726085063,1.00575205035683,0.0010177087803843238,1,0
P2,13,2026-04-07 10:05:00,taipei-dc1,db01,0.8986599176962005,0.9918764095991821,0.0008184689497502775,1,0
P2,14,2026-04-07 10:10:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,14,2026-04-07 10:10:00,taipei-dc1,web01,1.0815939303787558,1.026643034018641,0.0008781116178845731,1,0
P2,14,2026-04-07 10:10:00,taipei-dc1,db01,1.0111472219884379,1.0112882804176988,0.0011786537750560623,1,0
P2,15,2026-04-07 10:15:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,15,2026-04-07 10:15:00,taipei-dc1,web01,1.1319694033834045,1.134184902047781,0.0011429832524488574,1,0
P2,15,2026-04-07 10:15:00,taipei-dc1,db01,0.926108607743499,1.0490007314857235,0.000882478007473495,1,0
P2,16,2026-04-07 10:20:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,16,2026-04-07 10:20:00,taipei-dc1,web01,0.8647757149535846,1.0440509996293725,0.0010287467971402695,1,0
P2,16,2026-04-07 10:20:00,taipei-dc1,db01,1.0015922687357912,1.0291391313271099,0.0008930004480338694,1,0
P2,17,2026-04-07 10:25:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,17,2026-04-07 10:25:00,taipei-dc1,web01,1.0898618090010463,1.0556684234772922,0.0009287819199997048,1,0
P2,17,2026-04-07 10:25:00,taipei-dc1,db01,1.0738812853408122,0.9775406126090534,0.000998116954039782,1,0
P2,18,2026-04-07 10:30:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,18,2026-04-07 10:30:00,taipei-dc1,web01,0.989487949400865,1.066349616299042,0.0010935024987935597,1,0
P2,18,2026-04-07 10:30:00,taipei-dc1,db01,0.8565676942891511,1.0122797515486281,0.0012104436572865443,1,0
P2,19,2026-04-07 10:35:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,19,2026-04-07 10:35:00,taipei-dc1,web01,0.9725466201168101,1.074230105918593,0.001062790999498361,1,0
P2,19,2026-04-07 10:35:00,taipei-dc1,db01,0.9468069001162647,1.0155258203490114,0.0011114150265441804,1,0
P2,20,2026-04-07 10:40:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,20,2026-04-07 10:40:00,taipei-dc1,web01,0.8622621103249859,1.0508694367402351,0.0010712564750292978,1,0
P2,20,2026-04-07 10:40:00,taipei-dc1,db01,1.1373547328568463,0.9942164875457422,0.0009064759100651246,1,0
P2,21,2026-04-07 10:45:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,21,2026-04-07 10:45:00,taipei-dc1,web01,0.9329587715837422,1.097787321825081,0.0010067566837924098,1,0
P2,21,2026-04-07 10:45:00,taipei-dc1,db01,1.1380035055391224,1.0626445139705714,0.0010427285466167383,1,0
P2,22,2026-04-07 10:50:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,22,2026-04-07 10:50:00,taipei-dc1,web01,1.176431848373847,1.0779637758971732,0.0009160188418150886,1,0
P2,22,2026-04-07 10:50:00,taipei-dc1,db01,0.8573253211461435,1.0353841710481422,0.0008552131166238398,1,0
P2,23,2026-04-07 10:55:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,23,2026-04-07 10:55:00,taipei-dc1,web01,0.9961834685842959,0.9619653222605065,0.0009436615616036352,1,0
P2,23,2026-04-07 10:55:00,taipei-dc1,db01,1.0959484138809479,1.039448192637887,0.00097907660407751,1,0
P2,24,2026-04-07 11:00:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,24,2026-04-07 11:00:00,taipei-dc1,web01,0.8512981054954945,0.9970982797060773,0.0008127230147242366,1,0
P2,24,2026-04-07 11:00:00,taipei-dc1,db01,1.0152032657671455,1.0839692352425914,0.001161877108880905,1,0
P2,25,2026-04-07 11:05:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,25,2026-04-07 11:05:00,taipei-dc1,web01,1.0433335412726032,1.0261682211629006,0.0010132871366817762,1,0
P2,25,2026-04-07 11:05:00,taipei-dc1,db01,0.9305252556283768,1.023408119454697,0.0009962267851832808,1,0
P2,26,2026-04-07 11:10:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,26,2026-04-07 11:10:00,taipei-dc1,web01,1.1235849788547683,1.000404285068617,0.0010757617646498352,1,0
P2,26,2026-04-07 11:10:00,taipei-dc1,db01,0.982792436234059,1.0039028987891974,0.0010178718281999035,1,0
P2,27,2026-04-07 11:15:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,27,2026-04-07 11:15:00,taipei-dc1,web01,0.988619909100309,1.0355974602339073,0.0010518732620658743,1,0
P2,27,2026-04-07 11:15:00,taipei-dc1,db01,0.7437861810538292,1.0202643249693266,0.0011355408721235361,1,0
P2,28,2026-04-07 11:20:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,28,2026-04-07 11:20:00,taipei-dc1,web01,1.082734647685678,1.0693581192323105,0.0009189747729874503,1,0
P2,28,2026-04-07 11:20:00,taipei-dc1,db01,0.9033233952767552,1.0264107760328298,0.0010620940245207365,1,0
P2,29,2026-04-07 11:25:00,taipei-dc1,fw01,4.9,4.6,0.04,1,0
P2,29,2026-04-07 11:25:00,taipei-dc1,web01,1.0747130952760817,1.0446923237331482,0.0010524918784818962,1,0
P2,29,2026-04-07 11:25:00,taipei-dc1,db01,0.9525862510124281,1.0590484580335586,0.0009811459803481316,1,0
P2,30,2026-04-07 11:30:00,taipei-dc1,fw01,1.0154499898729568,1.064185917676681,0.001067074195014475,1,0
P2,30,2026-04-07 11:30:00,taipei-dc1,web01,1.2091802893595456,1.0343718277913931,0.0010485084403105524,1,0
P2,30,2026-04-07 11:30:00,taipei-dc1,db01,0.7984990940922534,0.9936296358172788,0.0009952058643836303,1,0
P2,31,2026-04-07 11:35:00,taipei-dc1,fw01,1.2239393454449834,1.0031080542012871,0.0008464490628898771,1,0
P2,31,2026-04-07 11:35:00,taipei-dc1,web01,1.1254857820963895,1.0604243487998917,0.0011204464225285163,1,0
P2,31,2026-04-07 11:35:00,taipei-dc1,db01,0.9143974639841866,1.0031916567531536,0.0010050433960630666,1,0
P2,32,2026-04-07 11:40:00,taipei-dc1,fw01,0.845579985720793,1.028552734620193,0.0007275579398723144,1,0
P2,32,2026-04-07 11:40:00,taipei-dc1,web01,1.0841114802504452,1.0068278422077723,0.001007925971873415,1,0
P2,32,2026-04-07 11:40:00,taipei-dc1,db01,0.8577756470473752,1.068210598858598,0.0009063807785812898,1,0
P2,33,2026-04-07 11:45:00,taipei-dc1,fw01,0.7468088924349983,0.9848851586268119,0.0010771375288908768,1,0
P2,33,2026-04-07 11:45:00,taipei-dc1,web01,1.2555249350077096,1.0000128510065767,0.0012062452406636285,1,0
P2,33,2026-04-07 11:45:00,taipei-dc1,db01,0.9716638983694006,1.095701026442797,0.0009373835717705539,1,0
P2,34,2026-04-07 11:50:00,taipei-dc1,fw01,1.04023332522712,1.0550516824103502,0.0008668297158240364,1,0
P2,34,2026-04-07 11:50:00,taipei-dc1,web01,1.0410055527398396,1.063306242408766,0.0010369455641000482,1,0
P2,34,2026-04-07 11:50:00,taipei-dc1,db01,1.051339814129648,1.1063428733619525,0.0009345494694967294,1,0
P2,35,2026-04-07 11:55:00,taipei-dc1,fw01,0.8154330898721952,1.0160583667507233,0.00106471107744449,1,0
P2,35,2026-04-07 11:55:00,taipei-dc1,web01,1.1336715124109673,1.0531605276259541,0.0008933015698367856,1,0
P2,35,2026-04-07 11:55:00,taipei-dc1,db01,0.8139194110376324,1.0588672741135312,0.0010281727309224948,1,0
P3,0,2026-04-08 09:00:00,taipei-dc1,fw01,0.8929086453999684,1.0090247083847979,0.001041164358788257,1,0
P3,0,2026-04-08 09:00:00,taipei-dc1,web01,1.0895928410922098,1.0372341137831331,0.0008203411154531197,1,0
P3,0,2026-04-08 09:00:00,taipei-dc1,db01,0.9659573111589701,1.049902767103619,0.0010735782495483884,1,0
P3,1,2026-04-08 09:05:00,taipei-dc1,fw01,1.0080556660674551,1.0752643894201734,0.0010574230461242158,1,0
P3,1,2026-04-08 09:05:00,taipei-dc1,web01,1.0078584190458806,1.0563530192469144,0.0010169414770910786,1,0
P3,1,2026-04-08 09:05:00,taipei-dc1,db01,0.9738598794373905,1.0948544736690098,0.001063532342898026,1,0
P3,2,2026-04-08 09:10:00,taipei-dc1,fw01,1.0996232877341394,1.0604267458091954,0.0011613892962235887,1,0
P3,2,2026-04-08 09:10:00,taipei-dc1,web01,0.9237760133402685,1.0172235431054886,0.0009881965719962314,1,0
P3,2,2026-04-08 09:10:00,taipei-dc1,db01,0.9266907068294802,1.0361212046483894,0.0009504853529280982,1,0
P3,3,2026-04-08 09:15:00,taipei-dc1,fw01,1.003210235910803,1.0455537103605477,0.0010911186215758553,1,0
P3,3,2026-04-08 09:15:00,taipei-dc1,web01,1.1208367233525673,1.0066341125710805,0.0009757650531051503,1,0
P3,3,2026-04-08 09:15:00,taipei-dc1,db01,0.9650569738271437,1.038017398811315,0.0010183487882606858,1,0
P3,4,2026-04-08 09:20:00,taipei-dc1,fw01,1.0400683820980772,1.0263156028144915,0.0011193040757908695,1,0
P3,4,2026-04-08 09:20:00,taipei-dc1,web01,1.0868089972454658,0.9926142861747119,0.0009901421898095908,1,0
P3,4,2026-04-08 09:20:00,taipei-dc1,db01,0.7812352632364039,1.0272180286776618,0.0010305622413747315,1,0
P3,5,2026-04-08 09:25:00,taipei-dc1,fw01,0.9289718574651757,1.016412937304616,0.0012203626221246307,1,0
P3,5,2026-04-08 09:25:00,taipei-dc1,web01,1.155324037471753,1.012508120397531,0.0008663729849313449,1,0
P3,5,2026-04-08 09:25:00,taipei-dc1,db01,0.7527877997114857,1.0508542692416438,0.0011952941565185934,1,0
P3,6,2026-04-08 09:30:00,taipei-dc1,fw01,5.2,1.0248111192125002,0.0009777417997867037,0,0
P3,6,2026-04-08 09:30:00,taipei-dc1,web01,0.9395281390993167,1.0713900968700405,0.001002709432322938,1,0
P3,6,2026-04-08 09:30:00,taipei-dc1,db01,1.004477893740512,1.0496975456960278,0.0008349722211651847,1,0
P3,7,2026-04-08 09:35:00,taipei-dc1,fw01,5.2,1.047466712240471,0.001087511356904772,0,0
P3,7,2026-04-08 09:35:00,taipei-dc1,web01,1.0321344368045393,1.0058051731830693,0.0009312901273037535,1,0
P3,7,2026-04-08 09:35:00,taipei-dc1,db01,0.9073097875645002,1.0669343563211622,0.0010720441749400426,1,0
P3,8,2026-04-08 09:40:00,taipei-dc1,fw01,5.2,1.0501847180977362,0.0010453133053545036,0,0
P3,8,2026-04-08 09:40:00,taipei-dc1,web01,4.6,1.036398014300909,0.001068129883499534,0,0
P3,8,2026-04-08 09:40:00,taipei-dc1,db01,0.8265194067788338,0.9986953941705087,0.0011038076919546423,1,0
P3,9,2026-04-08 09:45:00,taipei-dc1,fw01,5.2,0.9737231761843028,0.0009216983467346253,0,0
P3,9,2026-04-08 09:45:00,taipei-dc1,web01,4.6,1.0494697588779909,0.0009662224449128458,0,0
P3,9,2026-04-08 09:45:00,taipei-dc1,db01,0.8827579068296139,1.0792721944159205,0.000921405216816929,1,0
P3,10,2026-04-08 09:50:00,taipei-dc1,fw01,5.2,1.0457402775984808,0.0009643179298039647,0,0
P3,10,2026-04-08 09:50:00,taipei-dc1,web01,4.6,1.0140194576343404,0.0011945216716444372,0,0
P3,10,2026-04-08 09:50:00,taipei-dc1,db01,4.7,0.9618928332605678,0.0010300392538851863,0,0
P3,11,2026-04-08 09:55:00,taipei-dc1,fw01,5.2,0.9711077818138009,0.0009150453064001958,0,0
P3,11,2026-04-08 09:55:00,taipei-dc1,web01,4.6,1.0205423668717994,0.0005592601582533714,0,0
P3,11,2026-04-08 09:55:00,taipei-dc1,db01,4.7,0.9953331871900755,0.0010689976776407418,0,0
P3,12,2026-04-08 10:00:00,taipei-dc1,fw01,5.2,1.0561892157439419,0.001080664033648109,0,0
P3,12,2026-04-08 10:00:00,taipei-dc1,web01,4.6,1.0523962420050654,0.0009442325700103702,0,0
P3,12,2026-04-08 10:00:00,taipei-dc1,db01,4.7,1.0248133077008368,0.0010444525782282283,0,0
P3,13,2026-04-08 10:05:00,taipei-dc1,fw01,5.2,1.0647675310138647,0.0008872398990992306,0,0
P3,13,2026-04-08 10:05:00,taipei-dc1,web01,4.6,1.0226289281567977,0.0011124693136221075,0,0
P3,13,2026-04-08 10:05:00,taipei-dc1,db01,4.7,1.0319206090157163,0.0007983166993520921,0,0
P3,14,2026-04-08 10:10:00,taipei-dc1,fw01,5.2,1.0428561993095031,0.0009888168457882437,0,0
P3,14,2026-04-08 10:10:00,taipei-dc1,web01,4.6,1.0896887489524696,0.0009075291758742895,0,0
P3,14,2026-04-08 10:10:00,taipei-dc1,db01,4.7,1.021848054671297,0.0009866272394849053,0,0
P3,15,2026-04-08 10:15:00,taipei-dc1,fw01,5.2,0.9320287168707815,0.000965698469528221,0,0
P3,15,2026-04-08 10:15:00,taipei-dc1,web01,4.6,1.0302599538695798,0.0011154899174972577,0,0
P3,15,2026-04-08 10:15:00,taipei-dc1,db01,4.7,1.0655820100893132,0.00117159643065016,0,0
P3,16,2026-04-08 10:20:00,taipei-dc1,fw01,5.2,1.0896137120425842,0.0009366586340935464,0,0
P3,16,2026-04-08 10:20:00,taipei-dc1,web01,4.6,1.0175544957971248,0.0008849310519399959,0,0
P3,16,2026-04-08 10:20:00,taipei-dc1,db01,4.7,1.021687479428464,0.0009754401912271898,0,0
P3,17,2026-04-08 10:25:00,taipei-dc1,fw01,5.2,1.019287636311157,0.000935549516495265,0,0
P3,17,2026-04-08 10:25:00,taipei-dc1,web01,4.6,0.9767458917690185,0.001097595000461716,0,0
P3,17,2026-04-08 10:25:00,taipei-dc1,db01,4.7,1.0930043109027332,0.0010877406068032698,0,0
P3,18,2026-04-08 10:30:00,taipei-dc1,fw01,5.2,1.0824091774604432,0.0009311353243019846,0,0
P3,18,2026-04-08 10:30:00,taipei-dc1,web01,4.6,1.0644796098798441,0.0012698498546724235,0,0
P3,18,2026-04-08 10:30:00,taipei-dc1,db01,4.7,1.0790915222311033,0.0009081258282922807,0,0
