timestamp,device_id,port_id,port_role,INOCTETS,OUTOCTETS,INERRORS,OUTERRORS,INUCASTPKTS,OUTUCASTPKTS,INNUCASTPKTS,OUTNUCASTPKTS,INDISCARDS,OUTDISCARDS,INUNKNOWNPROTOS,INBROADCASTPKTS,OUTBROADCASTPKTS,INMULTICASTPKTS,OUTMULTICASTPKTS,event_label,event_id
2026-02-01 03:05:00,core-sw-01,port-id7429,server-uplink,2405671.32,3672168.23,0,0,2637,4026,66,49,0,0,0,11,8,19,14,normal,
2026-02-01 03:10:00,core-sw-01,port-id7429,server-uplink,2513674.86,4481035.38,0,0,2649,4721,73,55,0,0,0,12,9,21,16,normal,
2026-02-01 03:15:00,core-sw-01,port-id7429,server-uplink,2348019.94,4286315.12,0,0,2209,4032,62,46,0,0,0,10,7,18,13,normal,
2026-02-01 03:20:00,core-sw-01,port-id7429,server-uplink,2159212.69,4749110.56,0,0,1983,4363,63,47,0,0,0,10,8,18,14,normal,
2026-02-01 03:25:00,core-sw-01,port-id7429,server-uplink,2483741.43,4000924.3,0,0,2567,4135,66,50,0,0,0,11,8,19,14,normal,
2026-02-01 03:30:00,core-sw-01,port-id7429,server-uplink,2316098.44,3453188.18,0,0,2440,3638,60,45,0,1,0,10,7,17,13,normal,
2026-02-01 03:35:00,core-sw-01,port-id7429,server-uplink,2489166.44,4498026.53,0,0,2295,4146,64,48,0,0,0,10,8,18,14,normal,
2026-02-01 03:40:00,core-sw-01,port-id7429,server-uplink,2533431.94,4726928.35,0,0,2478,4623,70,53,0,0,0,12,8,20,15,normal,
2026-02-01 03:45:00,core-sw-01,port-id7429,server-uplink,3063123.4,4976452.5,0,0,3310,5378,86,64,1,0,0,14,10,25,19,normal,
2026-02-01 03:50:00,core-sw-01,port-id7429,server-uplink,2546370.47,4700627.88,0,0,2066,3814,58,44,0,1,0,10,7,17,13,normal,
2026-02-01 03:55:00,core-sw-01,port-id7429,server-uplink,2634615.31,4357455.1,0,0,2463,4073,65,48,0,1,0,11,8,19,14,normal,
2026-02-01 04:00:00,core-sw-01,port-id7429,server-uplink,3069589.29,5573198.84,0,0,2855,5183,79,59,0,0,0,13,10,23,17,normal,
2026-02-01 04:05:00,core-sw-01,port-id7429,server-uplink,2920095.04,4350460.32,0,0,2984,4446,73,55,0,0,0,12,9,21,16,normal,
2026-02-01 04:10:00,core-sw-01,port-id7429,server-uplink,2530912.9,4612081.81,0,0,2178,3968,61,45,0,0,0,10,7,18,13,normal,
2026-02-01 04:15:00,core-sw-01,port-id7429,server-uplink,3494960.64,4153982.29,0,0,3211,3817,69,52,0,0,0,11,8,20,15,normal,
2026-02-01 04:20:00,core-sw-01,port-id7429,server-uplink,2871111.66,4833489.74,0,0,2427,4087,64,48,0,0,0,11,8,19,14,normal,
2026-02-01 04:25:00,core-sw-01,port-id7429,server-uplink,2419679.07,4970794.62,0,1,2478,5090,75,56,0,0,0,12,9,22,16,normal,
2026-02-01 04:30:00,core-sw-01,port-id7429,server-uplink,2585577.52,4616804.16,0,0,2508,4479,69,52,0,0,0,11,8,20,15,normal,
2026-02-01 04:35:00,core-sw-01,port-id7429,server-uplink,3454242.22,4783959.66,0,0,4007,5549,94,71,0,0,0,16,11,27,21,normal,
2026-02-01 04:40:00,core-sw-01,port-id7429,server-uplink,3028401.12,4116797.96,0,0,2714,3689,63,47,0,0,0,10,8,18,14,normal,
2026-02-01 04:45:00,core-sw-01,port-id7429,server-uplink,3144416.12,5073278.47,1,0,2902,4682,75,56,0,0,0,12,9,22,16,normal,
2026-02-01 04:50:00,core-sw-01,port-id7429,server-uplink,2768894.7,5656260.73,0,0,2366,4833,71,53,0,0,0,12,9,21,16,normal,
2026-02-01 04:55:00,core-sw-01,port-id7429,server-uplink,3030570.54,5907204.98,0,0,3056,5956,89,67,0,0,0,15,11,26,19,normal,
2026-02-01 05:00:00,core-sw-01,port-id7429,server-uplink,3959940.59,5371551.31,0,0,3646,4946,85,64,0,0,0,14,10,25,19,normal,
2026-02-01 05:05:00,core-sw-01,port-id7429,server-uplink,3334329.74,5697008.5,0,0,3210,5484,86,64,0,0,0,14,10,25,19,normal,
2026-02-01 05:10:00,core-sw-01,port-id7429,server-uplink,3798004.04,5709470.87,0,0,3558,5349,88,66,0,0,0,15,11,26,19,normal,
2026-02-01 05:15:00,core-sw-01,port-id7429,server-uplink,3996744.68,6171298.43,0,0,3913,6042,98,74,0,0,0,16,12,29,21,normal,
2026-02-01 05:20:00,core-sw-01,port-id7429,server-uplink,3512948.24,6643709.85,0,0,3918,7410,112,84,0,0,0,18,13,33,24,normal,
2026-02-01 05:25:00,core-sw-01,port-id7429,server-uplink,3596091.01,6292275.69,0,0,3393,5937,92,69,0,0,0,15,11,27,20,normal,
2026-02-01 05:30:00,core-sw-01,port-id7429,server-uplink,4063066.14,6919913.04,0,0,3855,6565,103,77,0,0,0,17,12,30,22,normal,
2026-02-01 05:35:00,core-sw-01,port-id7429,server-uplink,4891105.74,8651493.83,0,0,4294,7595,117,88,0,0,0,19,14,34,26,normal,
2026-02-01 05:40:00,core-sw-01,port-id7429,server-uplink,4426350.97,7395275.04,0,0,4344,7258,115,86,0,0,0,19,14,33,25,normal,
2026-02-01 05:45:00,core-sw-01,port-id7429,server-uplink,4795992.83,7606773.16,0,0,4322,6856,110,83,0,0,0,18,13,32,24,normal,
2026-02-01 05:50:00,core-sw-01,port-id7429,server-uplink,4550108.61,7311655.97,0,0,4611,7410,119,89,0,0,0,20,14,34,26,normal,
2026-02-01 05:55:00,core-sw-01,port-id7429,server-uplink,4390971.53,8097553.18,0,0,4534,8361,127,95,0,0,0,21,15,37,28,normal,
2026-02-01 06:00:00,core-sw-01,port-id7429,server-uplink,4571256.51,8024356.3,0,0,4259,7477,116,87,0,0,0,19,14,34,25,normal,
2026-02-01 06:05:00,core-sw-01,port-id7429,server-uplink,5888029.59,7928012.43,0,0,5933,7989,138,103,0,0,0,23,17,40,30,normal,
2026-02-01 06:10:00,core-sw-01,port-id7429,server-uplink,5865500.89,9791389.46,0,0,4788,7993,126,95,0,0,0,21,15,37,28,normal,
2026-02-01 06:15:00,core-sw-01,port-id7429,server-uplink,5634570.73,9268234.66,0,0,5926,9747,155,116,0,0,0,26,19,45,34,normal,
2026-02-01 06:20:00,core-sw-01,port-id7429,server-uplink,6153346.76,11259982.46,0,0,5269,9642,147,110,0,0,0,24,18,43,32,normal,
2026-02-01 06:25:00,core-sw-01,port-id7429,server-uplink,6075440.79,10344055.05,0,0,6667,11351,178,133,0,1,0,29,21,52,39,normal,
2026-02-01 06:30:00,core-sw-01,port-id7429,server-uplink,5613464.61,9987296.08,0,0,5047,8979,139,104,0,0,0,23,17,40,30,normal,
2026-02-01 06:35:00,core-sw-01,port-id7429,server-uplink,5985630.82,11731228.24,0,0,5211,10212,152,114,0,0,0,25,18,44,33,normal,
2026-02-01 06:40:00,core-sw-01,port-id7429,server-uplink,7033119.38,9825741.11,0,0,6483,9057,153,115,0,0,0,25,18,45,33,normal,
2026-02-01 06:45:00,core-sw-01,port-id7429,server-uplink,6852510.53,10841239.7,0,0,6075,9611,155,116,0,0,0,26,19,45,34,normal,
2026-02-01 06:50:00,core-sw-01,port-id7429,server-uplink,8893685.86,10307106.11,0,0,8218,9524,175,131,0,0,0,29,21,51,38,normal,
2026-02-01 06:55:00,core-sw-01,port-id7429,server-uplink,11086716.14,13635291.77,0,0,10386,12774,229,171,0,0,0,38,28,66,50,normal,
2026-02-01 07:00:00,core-sw-01,port-id7429,server-uplink,8728654.73,14691444.24,0,0,8172,13755,217,162,0,0,0,36,26,63,47,normal,
2026-02-01 07:05:00,core-sw-01,port-id7429,server-uplink,7404048.65,12510038.88,0,0,7473,12626,199,149,1,0,1,33,24,58,43,normal,
2026-02-01 07:10:00,core-sw-01,port-id7429,server-uplink,7886725.5,15015767.48,0,0,7644,14554,219,164,0,0,0,36,26,64,48,normal,
2026-02-01 07:15:00,core-sw-01,port-id7429,server-uplink,8630758.6,18200055.28,1,0,8234,17363,253,189,0,0,0,42,30,73,55,normal,
2026-02-01 07:20:00,core-sw-01,port-id7429,server-uplink,10022559.37,16080776.01,0,0,11373,18247,293,219,0,0,0,48,35,85,64,normal,
2026-02-01 07:25:00,core-sw-01,port-id7429,server-uplink,9540700.95,16015856.09,0,0,9050,15192,239,179,0,0,0,39,29,70,52,normal,
2026-02-01 07:30:00,core-sw-01,port-id7429,server-uplink,8707981.83,13569558.35,0,0,7670,11952,194,145,0,0,0,32,23,56,42,normal,
2026-02-01 07:35:00,core-sw-01,port-id7429,server-uplink,8286475.88,16390169.65,0,0,7322,14482,215,161,0,0,0,36,26,63,47,normal,
2026-02-01 07:40:00,core-sw-01,port-id7429,server-uplink,13322741.59,14615147.65,0,0,14656,16078,304,228,0,0,0,50,37,88,66,normal,
2026-02-01 07:45:00,core-sw-01,port-id7429,server-uplink,13801652.23,18845243.78,0,0,13826,18878,323,242,0,0,0,53,39,94,70,normal,
2026-02-01 07:50:00,core-sw-01,port-id7429,server-uplink,11836575.81,22978945.47,0,0,10442,20271,303,227,0,0,0,50,36,88,66,normal,
2026-02-01 07:55:00,core-sw-01,port-id7429,server-uplink,9920507.03,19696407.96,0,0,10521,20889,310,233,0,0,0,51,37,90,68,normal,
2026-02-01 08:00:00,core-sw-01,port-id7429,server-uplink,12773911.73,22342361.47,0,0,11242,19663,305,229,0,0,0,50,37,89,67,normal,
2026-02-01 08:05:00,core-sw-01,port-id7429,server-uplink,11401664.84,19128667.22,0,0,11785,19772,312,234,0,0,0,51,37,91,68,normal,
2026-02-01 08:10:00,core-sw-01,port-id7429,server-uplink,15829208.61,20234434.72,0,0,15071,19265,339,254,0,0,0,56,41,99,74,normal,
2026-02-01 08:15:00,core-sw-01,port-id7429,server-uplink,10654206.47,17004086.9,0,0,11828,18877,303,227,0,0,0,50,36,88,66,normal,
2026-02-01 08:20:00,core-sw-01,port-id7429,server-uplink,11982511.08,20281329.52,0,0,10113,17118,269,202,0,0,0,44,32,78,59,normal,
2026-02-01 08:25:00,core-sw-01,port-id7429,server-uplink,10803423.88,22067450.28,0,0,11898,24303,358,268,0,0,0,59,43,104,78,normal,
2026-02-01 08:30:00,core-sw-01,port-id7429,server-uplink,11506503.22,20646374.54,0,0,11404,20463,315,236,0,1,0,52,38,91,69,normal,
2026-02-01 08:35:00,core-sw-01,port-id7429,server-uplink,15987964.68,23357980.39,1,0,15338,22408,373,279,0,0,0,61,45,108,81,normal,
2026-02-01 08:40:00,core-sw-01,port-id7429,server-uplink,12891189.53,22903231.49,0,0,13788,24497,378,283,1,1,0,62,45,110,83,normal,
2026-02-01 08:45:00,core-sw-01,port-id7429,server-uplink,12151791.38,24221413.32,0,0,11421,22765,338,253,0,0,0,56,41,98,74,normal,
2026-02-01 08:50:00,core-sw-01,port-id7429,server-uplink,15187269.86,25440546.47,0,0,13957,23379,369,276,0,0,0,61,44,107,80,normal,
2026-02-01 08:55:00,core-sw-01,port-id7429,server-uplink,14683710.92,22171010.07,0,0,14662,22139,364,272,0,0,0,60,44,106,79,normal,
2026-02-01 09:00:00,core-sw-01,port-id7429,server-uplink,14732192.01,22846523.58,0,0,13115,20338,330,248,0,0,0,54,40,96,72,normal,
2026-02-01 09:05:00,core-sw-01,port-id7429,server-uplink,19198673.03,26333530.51,0,0,19735,27069,462,346,0,0,0,76,56,134,101,normal,
2026-02-01 09:10:00,core-sw-01,port-id7429,server-uplink,17542687.65,28802314.54,0,0,17410,28585,454,340,0,0,1,75,55,132,99,normal,
2026-02-01 09:15:00,core-sw-01,port-id7429,server-uplink,21252908.33,29049658.77,0,0,22569,30849,528,395,0,0,0,87,63,153,115,normal,
2026-02-01 09:20:00,core-sw-01,port-id7429,server-uplink,17917010.23,32982551.91,0,0,17683,32552,496,372,0,0,0,82,60,144,108,normal,
2026-02-01 09:25:00,core-sw-01,port-id7429,server-uplink,15249286.76,26144838.52,0,0,13577,23278,364,273,0,0,0,60,44,106,79,normal,
2026-02-01 09:30:00,core-sw-01,port-id7429,server-uplink,18409421.93,28882165.19,0,0,17910,28098,454,341,0,0,0,75,55,132,99,normal,
2026-02-01 09:35:00,core-sw-01,port-id7429,server-uplink,18660048.47,36988672.7,0,0,19051,37764,561,421,0,0,0,93,67,163,122,normal,
2026-02-01 09:40:00,core-sw-01,port-id7429,server-uplink,19875913.2,32495438.77,0,0,20532,33568,534,400,0,0,0,88,64,155,117,normal,
2026-02-01 09:45:00,core-sw-01,port-id7429,server-uplink,15469573.68,28713428.76,0,0,14844,27552,419,314,0,0,0,69,50,122,91,normal,
2026-02-01 09:50:00,core-sw-01,port-id7429,server-uplink,20585574.34,31838490.1,0,0,18942,29297,476,357,0,0,0,79,57,138,104,normal,
2026-02-01 09:55:00,core-sw-01,port-id7429,server-uplink,18447938.0,28427984.65,0,1,16506,25435,414,310,0,0,0,68,50,120,90,normal,
2026-02-01 10:00:00,core-sw-01,port-id7429,server-uplink,15198630.92,34258535.92,0,0,13203,29759,424,318,0,1,0,70,51,123,93,normal,
2026-02-01 10:05:00,core-sw-01,port-id7429,server-uplink,23377901.3,30543439.55,0,0,20387,26636,464,348,0,0,0,77,56,135,101,normal,
2026-02-01 10:10:00,core-sw-01,port-id7429,server-uplink,19424502.5,35159592.69,0,0,17136,31017,476,356,0,0,0,78,57,138,104,normal,
2026-02-01 10:15:00,core-sw-01,port-id7429,server-uplink,19174807.74,31875938.26,0,0,18587,30899,489,366,0,0,0,81,59,142,107,normal,
2026-02-01 10:20:00,core-sw-01,port-id7429,server-uplink,15028937.34,30122458.25,0,0,14330,28721,425,319,0,0,0,70,51,124,93,normal,
2026-02-01 10:25:00,core-sw-01,port-id7429,server-uplink,18662586.56,33296411.42,0,0,16901,30154,465,348,0,0,0,77,56,135,101,normal,
2026-02-01 10:30:00,core-sw-01,port-id7429,server-uplink,22031464.17,32277852.45,0,0,20307,29752,494,371,0,0,0,82,59,144,108,normal,
2026-02-01 10:35:00,core-sw-01,port-id7429,server-uplink,14896841.06,29065037.28,0,0,13335,26017,389,291,0,0,0,64,47,113,85,normal,
2026-02-01 10:40:00,core-sw-01,port-id7429,server-uplink,20660703.09,32117760.19,0,0,24611,38258,621,465,0,0,0,102,75,180,135,normal,
2026-02-01 10:45:00,core-sw-01,port-id7429,server-uplink,19275578.77,31795682.47,0,0,18009,29706,471,353,1,0,0,78,57,137,103,normal,
2026-02-01 10:50:00,core-sw-01,port-id7429,server-uplink,21397580.99,31890317.34,0,0,21690,32326,534,400,0,0,0,88,64,155,116,normal,
2026-02-01 10:55:00,core-sw-01,port-id7429,server-uplink,16346832.27,36654270.02,0,0,15539,34844,498,373,0,0,0,82,60,145,109,normal,
2026-02-01 11:00:00,core-sw-01,port-id7429,server-uplink,19962021.07,26627306.15,0,0,17911,23892,413,309,0,0,0,68,50,120,90,normal,
2026-02-01 11:05:00,core-sw-01,port-id7429,server-uplink,22219217.45,31315900.95,0,0,24437,34442,582,436,0,0,0,96,70,169,127,normal,
2026-02-01 11:10:00,core-sw-01,port-id7429,server-uplink,20455085.28,33201209.67,0,0,17896,29048,464,348,0,0,0,76,56,135,101,normal,
2026-02-01 11:15:00,core-sw-01,port-id7429,server-uplink,25263857.47,34067478.23,0,0,24845,33503,576,432,0,0,0,95,69,167,126,normal,
2026-02-01 11:20:00,core-sw-01,port-id7429,server-uplink,20418263.21,29412761.18,0,0,21618,31141,521,391,0,0,0,86,63,151,114,normal,
2026-02-01 11:25:00,core-sw-01,port-id7429,server-uplink,23888206.8,33943759.69,0,0,26806,38090,641,480,0,0,0,106,77,186,140,normal,
2026-02-01 11:30:00,core-sw-01,port-id7429,server-uplink,21495198.39,30466580.02,0,0,17907,25381,428,320,0,0,0,70,51,124,93,normal,
2026-02-01 11:35:00,core-sw-01,port-id7429,server-uplink,20930249.7,40157650.33,0,0,21399,41058,617,462,0,0,0,102,74,179,135,normal,
2026-02-01 11:40:00,core-sw-01,port-id7429,server-uplink,23740311.84,40530267.17,0,0,22679,38718,606,455,0,0,0,100,73,176,132,normal,
2026-02-01 11:45:00,core-sw-01,port-id7429,server-uplink,25077748.04,40978222.85,0,0,23419,38267,609,457,0,0,0,100,73,177,133,normal,
2026-02-01 11:50:00,core-sw-01,port-id7429,server-uplink,25317516.08,46133239.87,0,0,25030,45609,698,523,0,0,0,115,84,203,152,normal,
2026-02-01 11:55:00,core-sw-01,port-id7429,server-uplink,17450590.21,26701585.57,0,0,19665,30089,491,368,1,1,0,81,59,143,107,normal,
2026-02-01 12:00:00,core-sw-01,port-id7429,server-uplink,20967878.37,33852260.05,0,0,19704,31812,509,381,0,0,0,84,61,148,111,normal,
2026-02-01 12:05:00,core-sw-01,port-id7429,server-uplink,25526304.94,40274997.04,0,0,22144,34938,564,423,0,0,0,93,68,164,123,normal,
2026-02-01 12:10:00,core-sw-01,port-id7429,server-uplink,17853309.89,35856147.26,0,0,17586,35318,523,392,0,0,0,86,63,152,114,normal,
2026-02-01 12:15:00,core-sw-01,port-id7429,server-uplink,22584812.18,46009489.39,1,1,20095,40938,603,452,0,0,0,99,72,175,132,normal,
2026-02-01 12:20:00,core-sw-01,port-id7429,server-uplink,23320426.1,36955834.5,0,0,19795,31369,505,379,0,0,0,83,61,147,110,normal,
2026-02-01 12:25:00,core-sw-01,port-id7429,server-uplink,22517599.71,38590616.01,0,0,25549,43786,685,513,0,0,0,113,82,199,149,normal,
2026-02-01 12:30:00,core-sw-01,port-id7429,server-uplink,19702910.41,36853610.08,0,0,16901,31613,479,359,0,0,0,79,58,139,105,normal,
2026-02-01 12:35:00,core-sw-01,port-id7429,server-uplink,24443849.28,42256609.3,0,0,20540,35508,554,415,0,1,0,91,67,161,121,normal,
2026-02-01 12:40:00,core-sw-01,port-id7429,server-uplink,24566006.5,40568866.86,0,0,22670,37438,594,445,0,0,0,98,71,172,130,normal,
2026-02-01 12:45:00,core-sw-01,port-id7429,server-uplink,23761851.27,37685235.22,0,0,21752,34498,556,416,0,0,0,92,67,161,121,normal,
2026-02-01 12:50:00,core-sw-01,port-id7429,server-uplink,18878270.6,29565346.66,0,0,15363,24060,389,292,0,0,0,64,47,113,85,normal,
2026-02-01 12:55:00,core-sw-01,port-id7429,server-uplink,19626855.2,34639235.63,0,0,18276,32255,499,374,0,0,0,82,60,145,109,normal,
2026-02-01 13:00:00,core-sw-01,port-id7429,server-uplink,17038943.74,30007644.2,0,0,13911,24498,379,284,0,0,0,63,46,110,83,normal,
2026-02-01 13:05:00,core-sw-01,port-id7429,server-uplink,22328232.29,43707374.71,0,0,19732,38625,576,432,0,0,0,95,69,167,126,normal,
2026-02-01 13:10:00,core-sw-01,port-id7429,server-uplink,23767527.3,43683756.11,0,0,24521,45069,687,515,0,0,0,113,83,200,150,normal,
2026-02-01 13:15:00,core-sw-01,port-id7429,server-uplink,21010306.9,36790176.96,0,0,21063,36882,572,429,0,0,0,94,69,166,125,normal,
2026-02-01 13:20:00,core-sw-01,port-id7429,server-uplink,20365620.2,40009461.03,0,0,18272,35897,535,401,0,0,0,88,64,155,117,normal,
2026-02-01 13:25:00,core-sw-01,port-id7429,server-uplink,18324234.6,40490928.65,0,0,19160,42338,607,455,0,0,0,100,73,176,133,normal,
2026-02-01 13:30:00,core-sw-01,port-id7429,server-uplink,23059014.69,47060611.8,0,0,19975,40766,600,450,0,1,0,99,72,174,131,normal,
2026-02-01 13:35:00,core-sw-01,port-id7429,server-uplink,24591801.43,36324470.81,0,0,22140,32703,542,406,0,0,0,89,65,157,118,normal,
2026-02-01 13:40:00,core-sw-01,port-id7429,server-uplink,22065677.11,35086126.48,0,0,20252,32203,518,388,0,0,0,85,62,151,113,normal,
2026-02-01 13:45:00,core-sw-01,port-id7429,server-uplink,23549662.29,36464715.17,0,0,26060,40351,656,492,0,0,0,108,79,191,143,normal,
2026-02-01 13:50:00,core-sw-01,port-id7429,server-uplink,22068507.55,38464560.76,0,0,20389,35537,552,414,0,0,0,91,66,160,121,normal,
2026-02-01 13:55:00,core-sw-01,port-id7429,server-uplink,21824149.56,40696042.87,0,0,21239,39605,601,450,0,0,0,99,72,175,131,normal,
2026-02-01 14:00:00,core-sw-01,port-id7429,server-uplink,23881427.77,31240258.66,0,0,22256,29115,507,380,0,0,0,84,61,147,111,normal,
2026-02-01 14:05:00,core-sw-01,port-id7429,server-uplink,22376005.48,32258944.46,0,0,21994,31709,530,398,0,0,0,87,64,154,116,normal,
2026-02-01 14:10:00,core-sw-01,port-id7429,server-uplink,20891825.63,29055706.14,0,0,22157,30816,523,392,0,1,0,86,63,152,114,normal,
2026-02-01 14:15:00,core-sw-01,port-id7429,server-uplink,17248019.59,38050843.88,0,0,16603,36629,526,394,0,0,0,87,63,153,115,normal,
2026-02-01 14:20:00,core-sw-01,port-id7429,server-uplink,27195253.03,35753746.35,0,0,27186,35741,622,466,0,1,0,102,75,181,136,normal,
2026-02-01 14:25:00,core-sw-01,port-id7429,server-uplink,23715087.31,37864327.62,0,0,26455,42239,679,509,0,0,0,112,82,197,148,normal,
2026-02-01 14:30:00,core-sw-01,port-id7429,server-uplink,24067658.89,41845156.21,0,0,19943,34673,539,404,0,0,0,89,65,157,118,normal,
2026-02-01 14:35:00,core-sw-01,port-id7429,server-uplink,17703562.12,26926176.23,0,0,17706,26931,441,330,0,0,0,73,53,128,96,normal,
2026-02-01 14:40:00,core-sw-01,port-id7429,server-uplink,25891272.41,36676636.96,0,0,26222,37145,626,469,0,0,0,103,75,182,137,normal,
2026-02-01 14:45:00,core-sw-01,port-id7429,server-uplink,23065202.63,34215399.97,0,0,23321,34595,572,429,0,0,0,94,69,166,125,normal,
2026-02-01 14:50:00,core-sw-01,port-id7429,server-uplink,23733795.84,35196175.34,0,0,22290,33055,547,410,0,0,0,90,66,159,119,normal,
